,Institute Name,Total Graduates,Provider Name,lat,lon,Address,Municipality,Province
362,"ISHRM SCHOOL SYSTEM, INC.",16,"ISHRM SCHOOL SYSTEM, INC.",14.4477757,120.9407897,"4th Floor Vitra Bldg., 123 P. Alcantara St., Barangay VII-A (Pob.) San Pablo City, Laguna",San Pablo City,Laguna
363,NYK-FIL MARITIME E-LTRAINING INC,16,NYK-FIL MARITIME E-LTRAINING INC,14.19504,121.11704,"Brgy. Libjo, Batangas City, Batangas",City,Batangas
364,PROTEC INTERNATIONAL INSTITUTE INC.,16,PROTEC INTERNATIONAL INSTITUTE INC.,14.3209,120.96452,"294 Purok 6, Brgy. Milagrosa (formerly Tulo), Calamba City",City of Calamba,Laguna
365,"EMPRESS DENTAL LABORATORIES, INC.",15,"EMPRESS DENTAL LABORATORIES, INC.",14.241282,121.134892,"Rooftop NML Building, Aster Street, Sta. Cecilia Subdivision, Mulawin,Tanza,Cavite",Tanza,Cavite
366,"NIGHTINGALE CAREGIVER AND ADVANCED TECHNOLOGY SCHOOL, INC.",15,"NIGHTINGALE CAREGIVER AND ADVANCED TECHNOLOGY SCHOOL, INC.",14.3209,120.96452,"9144 Villa Macaria Subd., Brgy. Masalukot I, Candelaria, Quezon",Candelaria,Quezon
367,SOUTHERN NAZARENE TRAINING INSTITUTE,15,SOUTHERN NAZARENE TRAINING INSTITUTE,14.3079082,121.0180819,"TAGHANGIN, MORONG, RIZAL",MORONG,RIZAL
368,"PWU-CDCEC CALAMBA, INC.",14,"PWU-CDCEC CALAMBA, INC.",14.19504,121.11704,"Toyota Special Economic Zone, Sta Rosa - Tagaytay Highway Sta Rosa City, Laguna",City of Santa Rosa,Laguna
369,BIYAYA POLYTECHNIC ACADEMY INC.,13,BIYAYA POLYTECHNIC ACADEMY INC.,14.2954628,121.0070814,"Brgy. Batong Malake, Los Banos, Laguna",Los Baños,Laguna
370,EPIPHANIE TRAINING CENTER INC.,12,EPIPHANIE TRAINING CENTER INC.,14.430626,120.945759,"RLC Bldg Cresdaville 1, National Rd., San Juan, Taytay, Rizal",Taytay,Rizal
371,HAESSA SKILLS DEVELOPMENT AND ASSESSMENT CENTER INC.,12,HAESSA SKILLS DEVELOPMENT AND ASSESSMENT CENTER INC.,14.42062935,120.958130407025,"4/F Trojan Building, Poblacion, Binan, Laguna",City of Biñan,Laguna
372,ADVENTIST UNIVERSITY OF THE PHILIPPINES,11,ADVENTIST UNIVERSITY OF THE PHILIPPINES,14.2158649,121.0316311,"Ruby St., Phase 2, Pleasantville Subd., Brgy. Ilayang Iyam, Lucena City",Lucena City,Quezon
373,"SILENT INTEGRATED FARM, INC.",11,"SILENT INTEGRATED FARM, INC.",14.155332,121.443623,"Sto. Cristo, San Jose, Batangas",San Jose,Batangas
374,ZION INSTITUTE OF SCIENCE AND TECHNOLOGY INC.,11,ZION INSTITUTE OF SCIENCE AND TECHNOLOGY INC.,14.272753,121.058718,"0991 Bagong Pook, Bukal Sur, Candelaria, Quezon",Candelaria,Quezon
375,PROFETA TECHNICAL AND VOCATIONAL SCHOOL INCORPORATED,9,PROFETA TECHNICAL AND VOCATIONAL SCHOOL INCORPORATED,14.4012163,120.8580466,"Purok Mulawin, Old Manila South Road, Brgy. Isabang, Lucena City",Lucena City,Quezon
376,"INTERNATIONAL PEACE LEADERSHIP COLLEGE, INC.",7,"INTERNATIONAL PEACE LEADERSHIP COLLEGE, INC.",14.50891965,121.3011811,"National Highway, Hilltop, Batangas City, Batangas",Batangas City (Capital),Batangas
377,"Rogationist College (St. Anthony's Boy Village), Inc.",7,"Rogationist College (St. Anthony's Boy Village), Inc.",14.223624,120.9741497,"Molino 3, Bacoor, Cavite",Bacoor,Cavite
378,SHEMA LEADERSHIP INSTITUTE OF SCIENCE AND TECHNOLOGY INC.,7,SHEMA LEADERSHIP INSTITUTE OF SCIENCE AND TECHNOLOGY INC.,14.567512,121.1124774,"Brgy. Sto. Niño, Biñan, Laguna",City of Biñan,Laguna
379,FAST LOGISTICS LEARNING AND DEVELOPMENT CORPORATION,6,FAST LOGISTICS LEARNING AND DEVELOPMENT CORPORATION,14.243128,121.118978,"Purok 6, Adelina Homes, Barangay San Carlos, Lipa City, Batangas",Lipa City,Batangas
380,PHILIPPINE HEAVY EQUIPMENT OPERATOR AND ASSESSMENT TRAINING CENTER INC.,5,PHILIPPINE HEAVY EQUIPMENT OPERATOR AND ASSESSMENT TRAINING CENTER INC.,14.5678,121.1394,"L1032 Rose St., Lourdes Subd., Mambugan, Antipolo City, Rizal",Antipolo City,Rizal
381,"FIVE STAR STANDARD COLLEGE, INC. ",4,"FIVE STAR STANDARD COLLEGE, INC. ",14.41854,120.97184,"Brgy. Biyan, Calauag, Quezon",Calauag,Quezon
382,MFI POLYTECHNIC INSTITUTE INC.,4,MFI POLYTECHNIC INSTITUTE INC.,14.29449475,121.306162208785,"San Marcos St. Balian Pangil, Laguna",Pangil,Laguna
383,QTEK DYNAMIC TRAINING INC.,4,QTEK DYNAMIC TRAINING INC.,14.2449728,120.9664548,"Brgy. Tabangao, Ambulong, Batangas City, Batangas",Batangas City (Capital),Batangas
384,ARK TECHNOLOGICAL INSTITUTE EDUCATION SYSTEM INC.,3,ARK TECHNOLOGICAL INSTITUTE EDUCATION SYSTEM INC.,13.93333,121.61667,"Sitio Yapak, Lagundi, Morong Rizal",Morong,Rizal
385,AINA INTEGRATED FARM,1,AINA INTEGRATED FARM,13.9716151,121.6864374,"#78 (Old #76) Lot 533-A-2-A Gen. Luna St., Ampid I, San Mateo, Rizal",San Mateo,Rizal
386,EASTGATE MARITIME TRAINING CENTER INC.,1,EASTGATE MARITIME TRAINING CENTER INC.,14.241521,120.874506,"#1 Brgy Banlic, Cabuyao City,Laguna",Cabuyao City,Laguna
387,CARD-MRI DEVELOPMENT INC.,0,CARD-MRI DEVELOPMENT INC.,14.1475014,121.280611925356,"2nd Flr MMBC Bldg., Road to San Crispin, Begy. San Nicolas, San Pablo City, Laguna",San Pablo City,Laguna
388,Dalubhasaan ng Lungsod ng Lucena,0,Dalubhasaan ng Lungsod ng Lucena,13.780007,122.293543,"Block 1, Lot 20, IMV Bldg. St. Rose Village Market Area Pob. City of Santa Rosa Laguna",City of Santa Rosa,Laguna
389,JABS TRAINING & ASSESSMENT CENTER INC.,0,JABS TRAINING & ASSESSMENT CENTER INC.,14.3639435,121.056771,"156 M. L. Quezon Avenue, Antipolo City",Antipolo City,Rizal
390,KTI INTEGRATED FARM,0,KTI INTEGRATED FARM,13.8977,122.2601,"#7 Sumulong Extension St., San Roque, Antipolo City, Rizal",Antipolo City,Rizal
391,LALY'S FARM VILLE,0,LALY'S FARM VILLE,14.245719,121.524706,"4965 ME National Highway, Canlalay, Biñan City, Laguna",City of Biñan,Laguna
392,"MALAYAN COLLEGES LAGUNA, INC. LED BY A MAPUA SCHOOL OF ENGINEERING",0,"MALAYAN COLLEGES LAGUNA, INC. LED BY A MAPUA SCHOOL OF ENGINEERING",14.2410215,121.1113013,"Block 1, Lot 8 along San Luis St., L.A. Village, Putho Tuntungin, Los Baños, Laguna",Los Baños,Laguna
393,NOVA SCHOLA TANAUAN INC.,0,NOVA SCHOLA TANAUAN INC.,14.0188498,121.147052140314,"Brgy. Caglate, Alabat, Quezon",Alabat,Quezon
394,"PILLARS ACADEMY OF TRADE ARTS AND SCIENCES, INC.",0,"PILLARS ACADEMY OF TRADE ARTS AND SCIENCES, INC.",14.5497977,121.186324,"Tumbaga I, Sariaya, Quezon",Sariaya,Quezon
395,SAN PEDRO CITY POLYTECHNIC COLLEGE,0,SAN PEDRO CITY POLYTECHNIC COLLEGE,14.356572,121.0563813,"Mataas na Pulo, Nasugbu, Batangas",Nasugbu,Batangas
396,SOLANZO INTEGRATED FARM TRAINING AND ASSESSMENT CENTER CORP.,0,SOLANZO INTEGRATED FARM TRAINING AND ASSESSMENT CENTER CORP.,14.4215284,121.444412,"Bentley Park Subd., Antipolo City",Antipolo City,Rizal
397,"STI EDUCATION SERVICES GROUP, CALAMBA",0,"STI EDUCATION SERVICES GROUP, CALAMBA",14.19504,121.11704,"Lambingan, Tanza, Cavite",Tanza,Cavite
