SOC,AIOE
53-2031.00,-0.7181428970129079
53-3011.00,-0.9365306183983924
53-3031.00,-0.924802222994397
53-3032.00,-1.2009419361981832
53-3033.00,-1.2228038795563025
53-3051.00,-0.6293418011507381
53-3052.00,-0.7104698835262492
53-3053.00,-0.662541928995153
53-4011.00,-0.6019408064309065
53-4013.00,-1.0286298912728773
53-4022.00,-1.1517859360738796
53-4031.00,-0.570298460733686
53-4041.00,-0.7455872433774081
53-5011.00,-1.2590549482538016
53-5021.00,-0.8093223179968441
53-5022.00,-0.906909571310061
53-5031.00,-0.6279944457278928
53-6011.00,-0.7048370074132214
53-6021.00,-0.9420404982909311
53-6031.00,-1.3310118908305364
53-6041.00,0.30196800574182847
53-6051.00,0.11111337983076458
53-6051.01,-0.11027063750090943
53-6051.07,-0.6654977504716957
53-6061.00,-0.4785625981014229
53-7011.00,-0.8615378559687488
53-7021.00,-1.1387611051598623
53-7031.00,-1.1246651926923081
53-7041.00,-1.0859917292821646
53-7051.00,-1.4016165018010325
53-7061.00,-1.8046194638439987
53-7062.00,-1.8326120200440612
53-7062.04,-1.4010255680910866
53-7063.00,-1.1455667893515662
53-7064.00,-1.665935431646629
53-7065.00,-1.316469935448875
53-7071.00,-0.7966320874476581
53-7072.00,-0.8912379319263684
53-7073.00,-1.1997865697873247
53-7081.00,-1.5583042664603228
53-7121.00,-1.4985219575636737
