2009 PSIC Code,Region Description,Job Subsector,Total Male,Total Female,Paid Male,Paid Female,Unpaid Male,Unpaid Female,Section Letter,Job Sector
P852,Region X (Northern Mindanao),Primary/elementary education,243,925,205,873,38,52,P,Education
P853,Region X (Northern Mindanao),Secondary/high school education,1038,1926,1035,1925,3,1,P,Education
P854,Region X (Northern Mindanao),Higher education,2154,3237,2135,3222,18,15,P,Education
P855,Region X (Northern Mindanao),Other education services,116,174,108,157,8,17,P,Education
,Region XI (Davao Region),,,,,,,,P,Education
P851,Region XI (Davao Region),Pre-primary/pre-school education ,71,273,71,273,0,0,P,Education
P852,Region XI (Davao Region),Primary/elementary education,249,1272,249,1272,0,0,P,Education
P853,Region XI (Davao Region),Secondary/high school education,1597,2806,1597,2806,0,0,P,Education
P854,Region XI (Davao Region),Higher education,3747,5447,3726,5440,21,7,P,Education
P855,Region XI (Davao Region),Other education services,148,201,148,201,0,0,P,Education
P856,Region XI (Davao Region),Educational support services,,,,,,,P,Education
,Region XII (SOCCSKSARGEN),,,,,,,,P,Education
P851,Region XII (SOCCSKSARGEN),Pre-primary/pre-school education ,57,208,55,205,2,3,P,Education
P852,Region XII (SOCCSKSARGEN),Primary/elementary education,171,654,171,654,0,0,P,Education
P853,Region XII (SOCCSKSARGEN),Secondary/high school education,903,1565,881,1565,23,0,P,Education
P854,Region XII (SOCCSKSARGEN),Higher education,1919,3039,1916,3025,4,14,P,Education
P855,Region XII (SOCCSKSARGEN),Other education services,76,94,56,94,19,0,P,Education
,Region XIII (Caraga),,,,,,,,P,Education
P851,Region XIII (Caraga),Pre-primary/pre-school education ,29,260,29,260,0,0,P,Education
P852,Region XIII (Caraga),Primary/elementary education,81,178,81,178,0,0,P,Education
P853,Region XIII (Caraga),Secondary/high school education,256,506,255,505,1,1,P,Education
P854,Region XIII (Caraga),Higher education,1295,1704,1295,1704,0,0,P,Education
P855,Region XIII (Caraga),Other education services,16,29,16,29,0,0,P,Education
,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),,,,,,,,P,Education
P851,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Pre-primary/pre-school education ,58,91,31,77,27,14,P,Education
P852,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Primary/elementary education,137,202,134,198,4,4,P,Education
P853,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Secondary/high school education,507,1437,507,1437,0,0,P,Education
P854,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Higher education,663,1043,663,1043,0,0,P,Education
P855,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Other education services,21,17,21,17,0,0,P,Education
,Philippines,,,,,,,,N,Administrative and Support Service Activities Sector
N771,Philippines,Renting and leasing of motor vehicles,29,5,29,5,0,0,N,Administrative and Support Service Activities Sector
N772,Philippines,Renting and leasing of personal and household goods,252,308,246,297,6,11,N,Administrative and Support Service Activities Sector
N773,Philippines,"Renting and leasing of other machinery, equipment and tangible goods, n.e.c.",2793,1141,2747,1129,47,13,N,Administrative and Support Service Activities Sector
N774,Philippines,"Leasing of intellectual property and 
similar products, except copyrighted works",60,101,60,101,0,0,N,Administrative and Support Service Activities Sector
N781,Philippines,Activities of employment placement agencies,73798,45881,73768,45803,30,78,N,Administrative and Support Service Activities Sector
N782,Philippines,Temporary employment agency activities,150744,96959,150631,96899,114,60,N,Administrative and Support Service Activities Sector
N783,Philippines,Other human resources provision,2209,2711,2207,2711,2,0,N,Administrative and Support Service Activities Sector
N791,Philippines,Travel agency and tour operator activities,1696,2506,1686,2487,10,19,N,Administrative and Support Service Activities Sector
N799,Philippines,Other reservation service and related activities,1149,1565,1134,1525,16,40,N,Administrative and Support Service Activities Sector
N801,Philippines,Private security activities,136292,26616,136010,26576,282,41,N,Administrative and Support Service Activities Sector
N802,Philippines,Security systems service activities,1331,295,1331,295,0,0,N,Administrative and Support Service Activities Sector
N803,Philippines,Investigation activities,402,239,402,239,0,0,N,Administrative and Support Service Activities Sector
N811,Philippines,Combined facilities support activities,2613,890,2613,890,0,0,N,Administrative and Support Service Activities Sector
N812,Philippines,Cleaning activities,25326,12522,25326,12522,0,0,N,Administrative and Support Service Activities Sector
N813,Philippines,Landscape care and maintenance service activities,816,238,816,238,0,0,N,Administrative and Support Service Activities Sector
N821,Philippines,Office administrative and support activities,3352,3388,3326,3365,26,24,N,Administrative and Support Service Activities Sector
N822,Philippines,Call centers and other related activities,337385,414760,337103,414345,282,415,N,Administrative and Support Service Activities Sector
N823,Philippines,Organization of conventions and trade shows,230,111,230,111,0,0,N,Administrative and Support Service Activities Sector
N829,Philippines,"Business support service activities, n.e.c.",6958,7030,6904,7013,55,17,N,Administrative and Support Service Activities Sector
,National Capital Region (NCR),,,,,,,,N,Administrative and Support Service Activities Sector
N771,National Capital Region (NCR),Renting and leasing of motor vehicles,,,,,,,N,Administrative and Support Service Activities Sector
N772,National Capital Region (NCR),Renting and leasing of personal and household goods,153,52,153,52,0,0,N,Administrative and Support Service Activities Sector
N773,National Capital Region (NCR),"Renting and leasing of other machinery, equipment and tangible goods, n.e.c.",1160,494,1160,485,0,9,N,Administrative and Support Service Activities Sector
N774,National Capital Region (NCR),"Leasing of intellectual property and 
similar products, except copyrighted works",30,29,30,29,0,0,N,Administrative and Support Service Activities Sector
N781,National Capital Region (NCR),Activities of employment placement agencies,49751,32379,49724,32310,27,69,N,Administrative and Support Service Activities Sector
N782,National Capital Region (NCR),Temporary employment agency activities,64333,38290,64333,38289,0,1,N,Administrative and Support Service Activities Sector
N783,National Capital Region (NCR),Other human resources provision,938,1740,938,1740,0,0,N,Administrative and Support Service Activities Sector
N791,National Capital Region (NCR),Travel agency and tour operator activities,1095,1907,1095,1907,0,0,N,Administrative and Support Service Activities Sector
N799,National Capital Region (NCR),Other reservation service and related activities,714,954,714,954,0,0,N,Administrative and Support Service Activities Sector
N801,National Capital Region (NCR),Private security activities,78301,16187,78029,16154,272,33,N,Administrative and Support Service Activities Sector
N802,National Capital Region (NCR),Security systems service activities,727,216,727,216,0,0,N,Administrative and Support Service Activities Sector
N803,National Capital Region (NCR),Investigation activities,,,,,,,N,Administrative and Support Service Activities Sector
N811,National Capital Region (NCR),Combined facilities support activities,,,,,,,N,Administrative and Support Service Activities Sector
N812,National Capital Region (NCR),Cleaning activities,10456,5044,10456,5044,0,0,N,Administrative and Support Service Activities Sector
N813,National Capital Region (NCR),Landscape care and maintenance service activities,358,143,358,143,0,0,N,Administrative and Support Service Activities Sector
N821,National Capital Region (NCR),Office administrative and support activities,1790,1347,1790,1334,0,13,N,Administrative and Support Service Activities Sector
N822,National Capital Region (NCR),Call centers and other related activities,213483,258670,213226,258289,257,382,N,Administrative and Support Service Activities Sector
N823,National Capital Region (NCR),Organization of conventions and trade shows,,,,,,,N,Administrative and Support Service Activities Sector
N829,National Capital Region (NCR),"Business support service activities, n.e.c.",5091,5248,5075,5231,16,17,N,Administrative and Support Service Activities Sector
,Cordillera Administrative Region (CAR),,,,,,,,N,Administrative and Support Service Activities Sector
N772,Cordillera Administrative Region (CAR),Renting and leasing of personal and household goods,4,6,2,5,2,1,N,Administrative and Support Service Activities Sector
N773,Cordillera Administrative Region (CAR),"Renting and leasing of other machinery, equipment and tangible goods, n.e.c.",,,,,,,N,Administrative and Support Service Activities Sector
N781,Cordillera Administrative Region (CAR),Activities of employment placement agencies,2,18,2,18,0,0,N,Administrative and Support Service Activities Sector
N782,Cordillera Administrative Region (CAR),Temporary employment agency activities,,,,,,,N,Administrative and Support Service Activities Sector
N783,Cordillera Administrative Region (CAR),Other human resources provision,,,,,,,N,Administrative and Support Service Activities Sector
N791,Cordillera Administrative Region (CAR),Travel agency and tour operator activities,15,39,13,37,3,3,N,Administrative and Support Service Activities Sector
N799,Cordillera Administrative Region (CAR),Other reservation service and related activities,,,,,,,N,Administrative and Support Service Activities Sector
N801,Cordillera Administrative Region (CAR),Private security activities,1622,359,1620,355,2,4,N,Administrative and Support Service Activities Sector
N812,Cordillera Administrative Region (CAR),Cleaning activities,,,,,,,N,Administrative and Support Service Activities Sector
N813,Cordillera Administrative Region (CAR),Landscape care and maintenance service activities,,,,,,,N,Administrative and Support Service Activities Sector
N821,Cordillera Administrative Region (CAR),Office administrative and support activities,3,3,1,3,1,0,N,Administrative and Support Service Activities Sector
N822,Cordillera Administrative Region (CAR),Call centers and other related activities,3983,5420,3983,5420,0,0,N,Administrative and Support Service Activities Sector
N829,Cordillera Administrative Region (CAR),"Business support service activities, n.e.c.",48,39,48,39,0,0,N,Administrative and Support Service Activities Sector
,Region I (Ilocos Region),,,,,,,,N,Administrative and Support Service Activities Sector
N772,Region I (Ilocos Region),Renting and leasing of personal and household goods,1,20,0,20,1,0,N,Administrative and Support Service Activities Sector
N773,Region I (Ilocos Region),"Renting and leasing of other machinery, equipment and tangible goods, n.e.c.",,,,,,,N,Administrative and Support Service Activities Sector
N781,Region I (Ilocos Region),Activities of employment placement agencies,441,47,441,47,0,0,N,Administrative and Support Service Activities Sector
N782,Region I (Ilocos Region),Temporary employment agency activities,2678,1526,2678,1526,0,0,N,Administrative and Support Service Activities Sector
N783,Region I (Ilocos Region),Other human resources provision,,,,,,,N,Administrative and Support Service Activities Sector
N791,Region I (Ilocos Region),Travel agency and tour operator activities,27,34,23,27,4,7,N,Administrative and Support Service Activities Sector
N801,Region I (Ilocos Region),Private security activities,1061,737,1061,737,0,0,N,Administrative and Support Service Activities Sector
N802,Region I (Ilocos Region),Security systems service activities,,,,,,,N,Administrative and Support Service Activities Sector
N812,Region I (Ilocos Region),Cleaning activities,777,686,777,686,0,0,N,Administrative and Support Service Activities Sector
N821,Region I (Ilocos Region),Office administrative and support activities,15,38,15,38,0,0,N,Administrative and Support Service Activities Sector
N822,Region I (Ilocos Region),Call centers and other related activities,1220,900,1220,900,0,0,N,Administrative and Support Service Activities Sector
N829,Region I (Ilocos Region),"Business support service activities, n.e.c.",,,,,,,N,Administrative and Support Service Activities Sector
,Region II (Cagayan Valley),,,,,,,,N,Administrative and Support Service Activities Sector
N773,Region II (Cagayan Valley),"Renting and leasing of other machinery, equipment and tangible goods, n.e.c.",,,,,,,N,Administrative and Support Service Activities Sector
N781,Region II (Cagayan Valley),Activities of employment placement agencies,116,96,116,96,0,0,N,Administrative and Support Service Activities Sector
N782,Region II (Cagayan Valley),Temporary employment agency activities,,,,,,,N,Administrative and Support Service Activities Sector
N783,Region II (Cagayan Valley),Other human resources provision,,,,,,,N,Administrative and Support Service Activities Sector
N791,Region II (Cagayan Valley),Travel agency and tour operator activities,,,,,,,N,Administrative and Support Service Activities Sector
N801,Region II (Cagayan Valley),Private security activities,1970,421,1967,421,3,0,N,Administrative and Support Service Activities Sector
N812,Region II (Cagayan Valley),Cleaning activities,,,,,,,N,Administrative and Support Service Activities Sector
N821,Region II (Cagayan Valley),Office administrative and support activities,30,16,30,16,0,0,N,Administrative and Support Service Activities Sector
N822,Region II (Cagayan Valley),Call centers and other related activities,,,,,,,N,Administrative and Support Service Activities Sector
,Region III (Central Luzon),,,,,,,,N,Administrative and Support Service Activities Sector
N772,Region III (Central Luzon),Renting and leasing of personal and household goods,0,26,0,26,0,0,N,Administrative and Support Service Activities Sector
N773,Region III (Central Luzon),"Renting and leasing of other machinery, equipment and tangible goods, n.e.c.",142,83,142,83,0,0,N,Administrative and Support Service Activities Sector
N781,Region III (Central Luzon),Activities of employment placement agencies,2992,2099,2992,2098,0,1,N,Administrative and Support Service Activities Sector
N782,Region III (Central Luzon),Temporary employment agency activities,16511,12608,16511,12608,0,0,N,Administrative and Support Service Activities Sector
N783,Region III (Central Luzon),Other human resources provision,178,224,178,224,0,0,N,Administrative and Support Service Activities Sector
N791,Region III (Central Luzon),Travel agency and tour operator activities,71,63,71,63,0,0,N,Administrative and Support Service Activities Sector
N799,Region III (Central Luzon),Other reservation service and related activities,42,35,40,35,2,0,N,Administrative and Support Service Activities Sector
N801,Region III (Central Luzon),Private security activities,4410,987,4410,987,0,0,N,Administrative and Support Service Activities Sector
N802,Region III (Central Luzon),Security systems service activities,,,,,,,N,Administrative and Support Service Activities Sector
N803,Region III (Central Luzon),Investigation activities,,,,,,,N,Administrative and Support Service Activities Sector
N811,Region III (Central Luzon),Combined facilities support activities,,,,,,,N,Administrative and Support Service Activities Sector
N812,Region III (Central Luzon),Cleaning activities,2557,1549,2557,1549,0,0,N,Administrative and Support Service Activities Sector
N813,Region III (Central Luzon),Landscape care and maintenance service activities,,,,,,,N,Administrative and Support Service Activities Sector
N821,Region III (Central Luzon),Office administrative and support activities,874,1207,874,1207,0,0,N,Administrative and Support Service Activities Sector
