2009 PSIC Code,Region Description,Job Subsector,Total Male,Total Female,Paid Male,Paid Female,Unpaid Male,Unpaid Female,Section Letter,Job Sector
Q879,Region IX (Zamboanga Peninsula),"Other residential care activities, n.e.c.",,,,,,,Q,Human Health and Social Work Activities
Q889,Region IX (Zamboanga Peninsula),"Other social work activities without accommodation, n.e.c.",22,20,11,14,11,6,Q,Human Health and Social Work Activities
,Region X (Northern Mindanao),,,,,,,,Q,Human Health and Social Work Activities
Q861,Region X (Northern Mindanao),Hospital activities,1744,3941,1736,3932,8,9,Q,Human Health and Social Work Activities
Q862,Region X (Northern Mindanao),Medical and dental practice activities,376,728,376,717,0,11,Q,Human Health and Social Work Activities
Q869,Region X (Northern Mindanao),Other human health activities,4,24,4,24,0,0,Q,Human Health and Social Work Activities
Q879,Region X (Northern Mindanao),"Other residential care activities, n.e.c.",,,,,,,Q,Human Health and Social Work Activities
Q881,Region X (Northern Mindanao),Social work activities without accommodation for the elderly and disabled,,,,,,,Q,Human Health and Social Work Activities
Q889,Region X (Northern Mindanao),"Other social work activities without accommodation, n.e.c.",61,75,52,73,9,2,Q,Human Health and Social Work Activities
,Region XI (Davao Region),,,,,,,,Q,Human Health and Social Work Activities
Q861,Region XI (Davao Region),Hospital activities,2108,4284,2101,4245,7,39,Q,Human Health and Social Work Activities
Q862,Region XI (Davao Region),Medical and dental practice activities,559,1318,539,1305,19,13,Q,Human Health and Social Work Activities
Q869,Region XI (Davao Region),Other human health activities,40,111,40,111,0,0,Q,Human Health and Social Work Activities
Q871,Region XI (Davao Region),Residential nursing care facilities,23,65,23,65,0,0,Q,Human Health and Social Work Activities
Q872,Region XI (Davao Region),"Residential care activities for mental retardation, mental health and substance abuse",,,,,,,Q,Human Health and Social Work Activities
Q879,Region XI (Davao Region),"Other residential care activities, n.e.c.",48,69,39,59,8,10,Q,Human Health and Social Work Activities
Q889,Region XI (Davao Region),"Other social work activities without accommodation, n.e.c.",64,136,64,136,0,0,Q,Human Health and Social Work Activities
,Region XII (SOCCSKSARGEN),,,,,,,,Q,Human Health and Social Work Activities
Q861,Region XII (SOCCSKSARGEN),Hospital activities,2182,4598,2182,4590,0,8,Q,Human Health and Social Work Activities
Q862,Region XII (SOCCSKSARGEN),Medical and dental practice activities,165,572,153,523,12,49,Q,Human Health and Social Work Activities
Q869,Region XII (SOCCSKSARGEN),Other human health activities,5,45,2,23,2,23,Q,Human Health and Social Work Activities
Q872,Region XII (SOCCSKSARGEN),"Residential care activities for mental retardation, mental health and substance abuse",,,,,,,Q,Human Health and Social Work Activities
Q879,Region XII (SOCCSKSARGEN),"Other residential care activities, n.e.c.",,,,,,,Q,Human Health and Social Work Activities
Q889,Region XII (SOCCSKSARGEN),"Other social work activities without accommodation, n.e.c.",237,214,214,208,22,6,Q,Human Health and Social Work Activities
,Region XIII (Caraga),,,,,,,,Q,Human Health and Social Work Activities
Q861,Region XIII (Caraga),Hospital activities,430,934,427,926,3,8,Q,Human Health and Social Work Activities
Q862,Region XIII (Caraga),Medical and dental practice activities,161,404,154,397,7,7,Q,Human Health and Social Work Activities
Q869,Region XIII (Caraga),Other human health activities,12,34,12,33,0,1,Q,Human Health and Social Work Activities
Q871,Region XIII (Caraga),Residential nursing care facilities,,,,,,,Q,Human Health and Social Work Activities
Q872,Region XIII (Caraga),"Residential care activities for mental retardation, mental health and substance abuse",,,,,,,Q,Human Health and Social Work Activities
Q879,Region XIII (Caraga),"Other residential care activities, n.e.c.",,,,,,,Q,Human Health and Social Work Activities
Q889,Region XIII (Caraga),"Other social work activities without accommodation, n.e.c.",,,,,,,Q,Human Health and Social Work Activities
,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),,,,,,,,Q,Human Health and Social Work Activities
Q861,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Hospital activities,535,963,535,955,0,8,Q,Human Health and Social Work Activities
Q862,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Medical and dental practice activities,87,302,87,302,0,0,Q,Human Health and Social Work Activities
Q869,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Other human health activities,,,,,,,Q,Human Health and Social Work Activities
Q872,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),"Residential care activities for mental retardation, mental health and substance abuse",,,,,,,Q,Human Health and Social Work Activities
Q879,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),"Other residential care activities, n.e.c.",,,,,,,Q,Human Health and Social Work Activities
Q889,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),"Other social work activities without accommodation, n.e.c.",,,,,,,Q,Human Health and Social Work Activities
,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),,,,,,,,Q,Human Health and Social Work Activities
#NAME?,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),,,,,,,,Q,Human Health and Social Work Activities
,Philippines,,,,,,,,I,Accommodation and Food Service Activities
I551,Philippines,Short term accommodation activities,43870,32393,43739,32206,131,187,I,Accommodation and Food Service Activities
I559,Philippines,Other accommodation,796,665,719,634,76,32,I,Accommodation and Food Service Activities
I561,Philippines,Restaurants and mobile food service activities,146141,112043,145370,110916,771,1127,I,Accommodation and Food Service Activities
I562,Philippines,Event catering and other food service activities,2616,2489,2449,2266,167,224,I,Accommodation and Food Service Activities
I563,Philippines,Beverage serving activities,10653,12303,10428,12130,225,173,I,Accommodation and Food Service Activities
,National Capital Region (NCR),,,,,,,,I,Accommodation and Food Service Activities
I551,National Capital Region (NCR),Short term accommodation activities,12859,7184,12842,7184,17,0,I,Accommodation and Food Service Activities
I559,National Capital Region (NCR),Other accommodation,509,287,509,282,0,5,I,Accommodation and Food Service Activities
I561,National Capital Region (NCR),Restaurants and mobile food service activities,53642,37573,53600,37548,42,25,I,Accommodation and Food Service Activities
I562,National Capital Region (NCR),Event catering and other food service activities,826,414,800,388,26,26,I,Accommodation and Food Service Activities
I563,National Capital Region (NCR),Beverage serving activities,3294,4916,3276,4879,18,36,I,Accommodation and Food Service Activities
,Cordillera Administrative Region (CAR),,,,,,,,I,Accommodation and Food Service Activities
I551,Cordillera Administrative Region (CAR),Short term accommodation activities,1887,1790,1887,1790,0,0,I,Accommodation and Food Service Activities
I559,Cordillera Administrative Region (CAR),Other accommodation,12,6,6,6,6,0,I,Accommodation and Food Service Activities
I561,Cordillera Administrative Region (CAR),Restaurants and mobile food service activities,2283,1448,2261,1418,22,29,I,Accommodation and Food Service Activities
I562,Cordillera Administrative Region (CAR),Event catering and other food service activities,5,41,5,31,0,11,I,Accommodation and Food Service Activities
I563,Cordillera Administrative Region (CAR),Beverage serving activities,682,417,673,417,9,0,I,Accommodation and Food Service Activities
,Region I (Ilocos Region),,,,,,,,I,Accommodation and Food Service Activities
I551,Region I (Ilocos Region),Short term accommodation activities,2108,1257,2106,1241,2,16,I,Accommodation and Food Service Activities
I559,Region I (Ilocos Region),Other accommodation,14,20,14,20,0,0,I,Accommodation and Food Service Activities
I561,Region I (Ilocos Region),Restaurants and mobile food service activities,4548,4630,4518,4613,30,18,I,Accommodation and Food Service Activities
I562,Region I (Ilocos Region),Event catering and other food service activities,125,109,122,106,3,3,I,Accommodation and Food Service Activities
I563,Region I (Ilocos Region),Beverage serving activities,230,336,218,336,12,0,I,Accommodation and Food Service Activities
,Region II (Cagayan Valley),,,,,,,,I,Accommodation and Food Service Activities
I551,Region II (Cagayan Valley),Short term accommodation activities,591,684,591,683,0,1,I,Accommodation and Food Service Activities
I561,Region II (Cagayan Valley),Restaurants and mobile food service activities,1747,1785,1734,1738,13,47,I,Accommodation and Food Service Activities
I562,Region II (Cagayan Valley),Event catering and other food service activities,0,8,0,7,0,1,I,Accommodation and Food Service Activities
I563,Region II (Cagayan Valley),Beverage serving activities,193,98,103,89,90,9,I,Accommodation and Food Service Activities
,Region III (Central Luzon),,,,,,,,I,Accommodation and Food Service Activities
I551,Region III (Central Luzon),Short term accommodation activities,4003,2851,4001,2848,2,3,I,Accommodation and Food Service Activities
I559,Region III (Central Luzon),Other accommodation,10,11,10,11,0,0,I,Accommodation and Food Service Activities
I561,Region III (Central Luzon),Restaurants and mobile food service activities,16430,12543,16327,12372,103,171,I,Accommodation and Food Service Activities
I562,Region III (Central Luzon),Event catering and other food service activities,114,158,108,158,6,0,I,Accommodation and Food Service Activities
I563,Region III (Central Luzon),Beverage serving activities,1621,1718,1606,1689,16,29,I,Accommodation and Food Service Activities
,Region IV-A (CALABARZON),,,,,,,,I,Accommodation and Food Service Activities
I551,Region IV-A (CALABARZON),Short term accommodation activities,4874,3961,4854,3941,21,21,I,Accommodation and Food Service Activities
I559,Region IV-A (CALABARZON),Other accommodation,8,18,8,18,0,0,I,Accommodation and Food Service Activities
I561,Region IV-A (CALABARZON),Restaurants and mobile food service activities,22914,17441,22733,17193,182,248,I,Accommodation and Food Service Activities
I562,Region IV-A (CALABARZON),Event catering and other food service activities,482,560,457,500,25,60,I,Accommodation and Food Service Activities
I563,Region IV-A (CALABARZON),Beverage serving activities,1414,1689,1414,1654,0,35,I,Accommodation and Food Service Activities
,MIMAROPA Region,,,,,,,,I,Accommodation and Food Service Activities
I551,MIMAROPA Region,Short term accommodation activities,1226,950,1186,897,40,54,I,Accommodation and Food Service Activities
I559,MIMAROPA Region,Other accommodation,,,,,,,I,Accommodation and Food Service Activities
I561,MIMAROPA Region,Restaurants and mobile food service activities,1358,989,1358,969,0,19,I,Accommodation and Food Service Activities
I562,MIMAROPA Region,Event catering and other food service activities,14,18,14,17,0,1,I,Accommodation and Food Service Activities
I563,MIMAROPA Region,Beverage serving activities,85,199,85,199,0,0,I,Accommodation and Food Service Activities
,Region V (Bicol Region),,,,,,,,I,Accommodation and Food Service Activities
I551,Region V (Bicol Region),Short term accommodation activities,1222,1208,1221,1178,1,30,I,Accommodation and Food Service Activities
I559,Region V (Bicol Region),Other accommodation,20,27,20,24,0,4,I,Accommodation and Food Service Activities
I561,Region V (Bicol Region),Restaurants and mobile food service activities,3443,3546,3403,3546,39,0,I,Accommodation and Food Service Activities
I562,Region V (Bicol Region),Event catering and other food service activities,90,83,81,81,9,2,I,Accommodation and Food Service Activities
I563,Region V (Bicol Region),Beverage serving activities,187,175,172,145,15,31,I,Accommodation and Food Service Activities
,Region VI (Western Visayas),,,,,,,,I,Accommodation and Food Service Activities
I551,Region VI (Western Visayas),Short term accommodation activities,3575,2591,3560,2578,15,13,I,Accommodation and Food Service Activities
I559,Region VI (Western Visayas),Other accommodation,64,59,41,58,23,1,I,Accommodation and Food Service Activities
I561,Region VI (Western Visayas),Restaurants and mobile food service activities,8719,6722,8615,6618,103,105,I,Accommodation and Food Service Activities
I562,Region VI (Western Visayas),Event catering and other food service activities,47,58,45,57,1,1,I,Accommodation and Food Service Activities
I563,Region VI (Western Visayas),Beverage serving activities,696,707,696,707,0,0,I,Accommodation and Food Service Activities
,Region VII (Central Visayas),,,,,,,,I,Accommodation and Food Service Activities
I551,Region VII (Central Visayas),Short term accommodation activities,6328,5395,6328,5382,0,13,I,Accommodation and Food Service Activities
I559,Region VII (Central Visayas),Other accommodation,65,82,54,82,11,0,I,Accommodation and Food Service Activities
I561,Region VII (Central Visayas),Restaurants and mobile food service activities,11732,9345,11718,9299,15,46,I,Accommodation and Food Service Activities
I562,Region VII (Central Visayas),Event catering and other food service activities,207,267,207,267,0,0,I,Accommodation and Food Service Activities
I563,Region VII (Central Visayas),Beverage serving activities,749,758,717,758,32,0,I,Accommodation and Food Service Activities
,Region VIII (Eastern Visayas),,,,,,,,I,Accommodation and Food Service Activities
I551,Region VIII (Eastern Visayas),Short term accommodation activities,742,753,740,740,2,13,I,Accommodation and Food Service Activities
I559,Region VIII (Eastern Visayas),Other accommodation,6,3,6,3,0,0,I,Accommodation and Food Service Activities
I561,Region VIII (Eastern Visayas),Restaurants and mobile food service activities,2757,2260,2735,2180,22,80,I,Accommodation and Food Service Activities
I562,Region VIII (Eastern Visayas),Event catering and other food service activities,168,103,166,93,2,10,I,Accommodation and Food Service Activities
I563,Region VIII (Eastern Visayas),Beverage serving activities,143,86,143,86,0,0,I,Accommodation and Food Service Activities
,Region IX (Zamboanga Peninsula),,,,,,,,I,Accommodation and Food Service Activities
I551,Region IX (Zamboanga Peninsula),Short term accommodation activities,731,812,711,792,20,20,I,Accommodation and Food Service Activities
I559,Region IX (Zamboanga Peninsula),Other accommodation,14,35,0,14,14,21,I,Accommodation and Food Service Activities
I561,Region IX (Zamboanga Peninsula),Restaurants and mobile food service activities,2727,2275,2712,2152,15,123,I,Accommodation and Food Service Activities
I562,Region IX (Zamboanga Peninsula),Event catering and other food service activities,140,116,136,110,4,6,I,Accommodation and Food Service Activities
I563,Region IX (Zamboanga Peninsula),Beverage serving activities,133,115,133,115,0,0,I,Accommodation and Food Service Activities
,Region X (Northern Mindanao),,,,,,,,I,Accommodation and Food Service Activities
I551,Region X (Northern Mindanao),Short term accommodation activities,943,1043,943,1043,0,0,I,Accommodation and Food Service Activities
I559,Region X (Northern Mindanao),Other accommodation,2,4,2,4,0,0,I,Accommodation and Food Service Activities
I561,Region X (Northern Mindanao),Restaurants and mobile food service activities,3531,2507,3485,2476,46,31,I,Accommodation and Food Service Activities
I562,Region X (Northern Mindanao),Event catering and other food service activities,123,201,123,201,0,0,I,Accommodation and Food Service Activities
I563,Region X (Northern Mindanao),Beverage serving activities,255,218,248,218,7,0,I,Accommodation and Food Service Activities
,Region XI (Davao Region),,,,,,,,I,Accommodation and Food Service Activities
I551,Region XI (Davao Region),Short term accommodation activities,1373,1028,1373,1028,0,0,I,Accommodation and Food Service Activities
I559,Region XI (Davao Region),Other accommodation,57,98,42,98,15,0,I,Accommodation and Food Service Activities
I561,Region XI (Davao Region),Restaurants and mobile food service activities,4936,4903,4874,4810,62,93,I,Accommodation and Food Service Activities
I562,Region XI (Davao Region),Event catering and other food service activities,100,119,100,119,0,0,I,Accommodation and Food Service Activities
I563,Region XI (Davao Region),Beverage serving activities,682,524,664,518,18,6,I,Accommodation and Food Service Activities
,Region XII (SOCCSKSARGEN),,,,,,,,I,Accommodation and Food Service Activities
I551,Region XII (SOCCSKSARGEN),Short term accommodation activities,912,607,912,607,0,0,I,Accommodation and Food Service Activities
I559,Region XII (SOCCSKSARGEN),Other accommodation,10,10,7,10,3,0,I,Accommodation and Food Service Activities
I561,Region XII (SOCCSKSARGEN),Restaurants and mobile food service activities,3048,2178,2988,2137,60,41,I,Accommodation and Food Service Activities
I562,Region XII (SOCCSKSARGEN),Event catering and other food service activities,37,111,18,81,19,30,I,Accommodation and Food Service Activities
I563,Region XII (SOCCSKSARGEN),Beverage serving activities,130,148,122,129,8,19,I,Accommodation and Food Service Activities
,Region XIII (Caraga),,,,,,,,I,Accommodation and Food Service Activities
I551,Region XIII (Caraga),Short term accommodation activities,425,181,424,181,1,0,I,Accommodation and Food Service Activities
I559,Region XIII (Caraga),Other accommodation,,,,,,,I,Accommodation and Food Service Activities
I561,Region XIII (Caraga),Restaurants and mobile food service activities,1478,1164,1461,1113,17,51,I,Accommodation and Food Service Activities
I562,Region XIII (Caraga),Event catering and other food service activities,38,70,32,36,6,34,I,Accommodation and Food Service Activities
I563,Region XIII (Caraga),Beverage serving activities,125,136,125,136,0,0,I,Accommodation and Food Service Activities
,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),,,,,,,,I,Accommodation and Food Service Activities
I551,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Short term accommodation activities,74,102,63,96,10,5,I,Accommodation and Food Service Activities
I559,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Other accommodation,3,0,0,0,3,0,I,Accommodation and Food Service Activities
I561,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Restaurants and mobile food service activities,848,734,848,734,0,0,I,Accommodation and Food Service Activities
I562,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Event catering and other food service activities,102,53,36,14,66,38,I,Accommodation and Food Service Activities
I563,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Beverage serving activities,35,63,35,55,0,8,I,Accommodation and Food Service Activities
,Philippines,,,,,,,,R,"Arts, Entertainment and Recreation"
R900,Philippines,"Creative, arts and entertainment activities",62,657,412,655,412,2,R,"Arts, Entertainment and Recreation"
R910,Philippines,"Libraries, archives, museums and other cultural activities",45,814,528,807,524,7,R,"Arts, Entertainment and Recreation"
R920,Philippines,Gambling and betting activities,1420,16949,14091,16901,14040,47,R,"Arts, Entertainment and Recreation"
R931,Philippines,Sports activities,274,3467,1705,3344,1488,123,R,"Arts, Entertainment and Recreation"
R932,Philippines,Other amusement and recreation activities,1141,10130,8112,9902,7857,228,R,"Arts, Entertainment and Recreation"
,National Capital Region (NCR),,,,,,,,R,"Arts, Entertainment and Recreation"
R900,National Capital Region (NCR),"Creative, arts and entertainment activities",41,260,213,260,213,0,R,"Arts, Entertainment and Recreation"
R910,National Capital Region (NCR),"Libraries, archives, museums and other cultural activities",5,69,92,69,92,0,R,"Arts, Entertainment and Recreation"
R920,National Capital Region (NCR),Gambling and betting activities,207,10729,8688,10729,8679,0,R,"Arts, Entertainment and Recreation"
R931,National Capital Region (NCR),Sports activities,62,834,579,830,373,4,R,"Arts, Entertainment and Recreation"
R932,National Capital Region (NCR),Other amusement and recreation activities,109,651,991,651,991,0,R,"Arts, Entertainment and Recreation"
,Cordillera Administrative Region (CAR),,,,,,,,R,"Arts, Entertainment and Recreation"
R910,Cordillera Administrative Region (CAR),"Libraries, archives, museums and other cultural activities",5,12,21,12,21,0,R,"Arts, Entertainment and Recreation"
R920,Cordillera Administrative Region (CAR),Gambling and betting activities,16,41,31,41,31,0,R,"Arts, Entertainment and Recreation"
R931,Cordillera Administrative Region (CAR),Sports activities,5,17,2,17,2,0,R,"Arts, Entertainment and Recreation"
R932,Cordillera Administrative Region (CAR),Other amusement and recreation activities,11,73,58,69,55,4,R,"Arts, Entertainment and Recreation"
,Region I (Ilocos Region),,,,,,,,R,"Arts, Entertainment and Recreation"
R900,Region I (Ilocos Region),"Creative, arts and entertainment activities",,,,,,,R,"Arts, Entertainment and Recreation"
R920,Region I (Ilocos Region),Gambling and betting activities,37,647,227,647,227,0,R,"Arts, Entertainment and Recreation"
R931,Region I (Ilocos Region),Sports activities,,,,,,,R,"Arts, Entertainment and Recreation"
R932,Region I (Ilocos Region),Other amusement and recreation activities,46,402,304,397,300,4,R,"Arts, Entertainment and Recreation"
,Region II (Cagayan Valley),,,,,,,,R,"Arts, Entertainment and Recreation"
R920,Region II (Cagayan Valley),Gambling and betting activities,24,341,826,341,826,0,R,"Arts, Entertainment and Recreation"
R931,Region II (Cagayan Valley),Sports activities,2,74,47,74,47,0,R,"Arts, Entertainment and Recreation"
R932,Region II (Cagayan Valley),Other amusement and recreation activities,17,60,47,60,47,0,R,"Arts, Entertainment and Recreation"
,Region III (Central Luzon),,,,,,,,R,"Arts, Entertainment and Recreation"
R900,Region III (Central Luzon),"Creative, arts and entertainment activities",3,57,20,57,20,0,R,"Arts, Entertainment and Recreation"
R910,Region III (Central Luzon),"Libraries, archives, museums and other cultural activities",2,31,17,31,17,0,R,"Arts, Entertainment and Recreation"
R920,Region III (Central Luzon),Gambling and betting activities,108,1925,1177,1925,1177,0,R,"Arts, Entertainment and Recreation"
R931,Region III (Central Luzon),Sports activities,32,334,167,334,167,0,R,"Arts, Entertainment and Recreation"
R932,Region III (Central Luzon),Other amusement and recreation activities,151,1784,862,1755,794,29,R,"Arts, Entertainment and Recreation"
,Region IV-A (CALABARZON),,,,,,,,R,"Arts, Entertainment and Recreation"
R900,Region IV-A (CALABARZON),"Creative, arts and entertainment activities",7,315,159,315,159,0,R,"Arts, Entertainment and Recreation"
R910,Region IV-A (CALABARZON),"Libraries, archives, museums and other cultural activities",8,175,86,172,83,3,R,"Arts, Entertainment and Recreation"
R920,Region IV-A (CALABARZON),Gambling and betting activities,182,1364,935,1354,915,10,R,"Arts, Entertainment and Recreation"
R931,Region IV-A (CALABARZON),Sports activities,53,942,418,942,418,0,R,"Arts, Entertainment and Recreation"
R932,Region IV-A (CALABARZON),Other amusement and recreation activities,264,2488,2050,2464,2043,25,R,"Arts, Entertainment and Recreation"
,MIMAROPA Region,,,,,,,,R,"Arts, Entertainment and Recreation"
R910,MIMAROPA Region,"Libraries, archives, museums and other cultural activities",,,,,,,R,"Arts, Entertainment and Recreation"
R920,MIMAROPA Region,Gambling and betting activities,29,79,115,79,115,0,R,"Arts, Entertainment and Recreation"
R931,MIMAROPA Region,Sports activities,,,,,,,R,"Arts, Entertainment and Recreation"
R932,MIMAROPA Region,Other amusement and recreation activities,39,260,212,260,208,0,R,"Arts, Entertainment and Recreation"
,Region V (Bicol Region),,,,,,,,R,"Arts, Entertainment and Recreation"
R900,Region V (Bicol Region),"Creative, arts and entertainment activities",3,7,2,6,2,1,R,"Arts, Entertainment and Recreation"
R910,Region V (Bicol Region),"Libraries, archives, museums and other cultural activities",,,,,,,R,"Arts, Entertainment and Recreation"
R920,Region V (Bicol Region),Gambling and betting activities,47,97,130,91,130,5,R,"Arts, Entertainment and Recreation"
R931,Region V (Bicol Region),Sports activities,,,,,,,R,"Arts, Entertainment and Recreation"
R932,Region V (Bicol Region),Other amusement and recreation activities,41,494,308,436,277,58,R,"Arts, Entertainment and Recreation"
,Region VI (Western Visayas),,,,,,,,R,"Arts, Entertainment and Recreation"
R900,Region VI (Western Visayas),"Creative, arts and entertainment activities",2,32,19,29,19,3,R,"Arts, Entertainment and Recreation"
R910,Region VI (Western Visayas),"Libraries, archives, museums and other cultural activities",4,29,13,27,13,2,R,"Arts, Entertainment and Recreation"
R920,Region VI (Western Visayas),Gambling and betting activities,38,168,384,168,384,0,R,"Arts, Entertainment and Recreation"
R931,Region VI (Western Visayas),Sports activities,17,284,93,239,90,45,R,"Arts, Entertainment and Recreation"
R932,Region VI (Western Visayas),Other amusement and recreation activities,88,798,674,775,614,23,R,"Arts, Entertainment and Recreation"
,Region VII (Central Visayas),,,,,,,,R,"Arts, Entertainment and Recreation"
R900,Region VII (Central Visayas),"Creative, arts and entertainment activities",1,207,140,207,140,0,R,"Arts, Entertainment and Recreation"
R910,Region VII (Central Visayas),"Libraries, archives, museums and other cultural activities",11,207,139,207,139,0,R,"Arts, Entertainment and Recreation"
R920,Region VII (Central Visayas),Gambling and betting activities,68,777,475,777,475,0,R,"Arts, Entertainment and Recreation"
R931,Region VII (Central Visayas),Sports activities,24,340,130,314,130,26,R,"Arts, Entertainment and Recreation"
R932,Region VII (Central Visayas),Other amusement and recreation activities,118,846,830,829,809,17,R,"Arts, Entertainment and Recreation"
,Region VIII (Eastern Visayas),,,,,,,,R,"Arts, Entertainment and Recreation"
R920,Region VIII (Eastern Visayas),Gambling and betting activities,54,72,116,45,104,27,R,"Arts, Entertainment and Recreation"
R931,Region VIII (Eastern Visayas),Sports activities,9,30,16,28,15,2,R,"Arts, Entertainment and Recreation"
R932,Region VIII (Eastern Visayas),Other amusement and recreation activities,37,212,169,212,169,0,R,"Arts, Entertainment and Recreation"
,Region IX (Zamboanga Peninsula),,,,,,,,R,"Arts, Entertainment and Recreation"
R910,Region IX (Zamboanga Peninsula),"Libraries, archives, museums and other cultural activities",,,,,,,R,"Arts, Entertainment and Recreation"
R920,Region IX (Zamboanga Peninsula),Gambling and betting activities,89,22,112,22,112,0,R,"Arts, Entertainment and Recreation"
R931,Region IX (Zamboanga Peninsula),Sports activities,,,,,,,R,"Arts, Entertainment and Recreation"
R932,Region IX (Zamboanga Peninsula),Other amusement and recreation activities,27,279,209,269,195,10,R,"Arts, Entertainment and Recreation"
,Region X (Northern Mindanao),,,,,,,,R,"Arts, Entertainment and Recreation"
R910,Region X (Northern Mindanao),"Libraries, archives, museums and other cultural activities",,,,,,,R,"Arts, Entertainment and Recreation"
R920,Region X (Northern Mindanao),Gambling and betting activities,203,182,369,177,364,5,R,"Arts, Entertainment and Recreation"
R931,Region X (Northern Mindanao),Sports activities,,,,,,,R,"Arts, Entertainment and Recreation"
R932,Region X (Northern Mindanao),Other amusement and recreation activities,45,373,224,365,216,8,R,"Arts, Entertainment and Recreation"
,Region XI (Davao Region),,,,,,,,R,"Arts, Entertainment and Recreation"
R900,Region XI (Davao Region),"Creative, arts and entertainment activities",2,144,104,144,104,0,R,"Arts, Entertainment and Recreation"
R910,Region XI (Davao Region),"Libraries, archives, museums and other cultural activities",5,134,98,134,98,0,R,"Arts, Entertainment and Recreation"
R920,Region XI (Davao Region),Gambling and betting activities,246,334,381,334,381,0,R,"Arts, Entertainment and Recreation"
R931,Region XI (Davao Region),Sports activities,20,235,67,235,67,0,R,"Arts, Entertainment and Recreation"
R932,Region XI (Davao Region),Other amusement and recreation activities,85,930,808,924,807,6,R,"Arts, Entertainment and Recreation"
,Region XII (SOCCSKSARGEN),,,,,,,,R,"Arts, Entertainment and Recreation"
R920,Region XII (SOCCSKSARGEN),Gambling and betting activities,63,147,94,147,94,0,R,"Arts, Entertainment and Recreation"
R931,Region XII (SOCCSKSARGEN),Sports activities,6,41,27,40,27,1,R,"Arts, Entertainment and Recreation"
R932,Region XII (SOCCSKSARGEN),Other amusement and recreation activities,36,264,159,236,143,28,R,"Arts, Entertainment and Recreation"
,Region XIII (Caraga),,,,,,,,R,"Arts, Entertainment and Recreation"
R900,Region XIII (Caraga),"Creative, arts and entertainment activities",,,,,,,R,"Arts, Entertainment and Recreation"
R920,Region XIII (Caraga),Gambling and betting activities,8,2,19,2,15,0,R,"Arts, Entertainment and Recreation"
R931,Region XIII (Caraga),Sports activities,,,,,,,R,"Arts, Entertainment and Recreation"
R932,Region XIII (Caraga),Other amusement and recreation activities,24,203,197,188,182,15,R,"Arts, Entertainment and Recreation"
,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),,,,,,,,R,"Arts, Entertainment and Recreation"
R920,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Gambling and betting activities,3,22,12,22,12,0,R,"Arts, Entertainment and Recreation"
R931,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Sports activities,1,28,9,12,8,16,R,"Arts, Entertainment and Recreation"
R932,Bangsamoro Autonomous Region in Muslim Mindanao (BARMM),Other amusement and recreation activities,3,13,8,12,7,1,R,"Arts, Entertainment and Recreation"
,Philippines,,,,,,,,M,"Professional, Scientific and Technical Activities"
M691,Philippines,Legal activities,4071,5114,3951,5012,121,102,M,"Professional, Scientific and Technical Activities"
M692,Philippines,"Accounting, bookkeeping and auditing activities; tax consultancy",8257,15422,8242,15390,14,32,M,"Professional, Scientific and Technical Activities"
M701,Philippines,Activities of head offices,711,1046,711,1046,0,0,M,"Professional, Scientific and Technical Activities"
M702,Philippines,Management consultancy activities,11709,11585,11678,11575,30,10,M,"Professional, Scientific and Technical Activities"
M711,Philippines,Architectural and engineering activities and related technical consultancy,22213,15268,22187,15226,27,42,M,"Professional, Scientific and Technical Activities"
M712,Philippines,Technical testing and analysis,5977,3602,5971,3596,6,7,M,"Professional, Scientific and Technical Activities"
M721,Philippines,Research and experimental development on natural sciences and engineering,2792,2752,2789,2752,4,0,M,"Professional, Scientific and Technical Activities"
M722,Philippines,Research and experimental development on social sciences and humanities,214,213,214,213,0,0,M,"Professional, Scientific and Technical Activities"
M723,Philippines,Research and experimental development in information technology,1861,2710,1861,2710,0,0,M,"Professional, Scientific and Technical Activities"
M731,Philippines,Advertising,6112,4414,6082,4387,30,27,M,"Professional, Scientific and Technical Activities"
M732,Philippines,Market research and public opinion polling,1759,1954,1759,1954,0,0,M,"Professional, Scientific and Technical Activities"
M741,Philippines,Specialized design activities,515,580,513,577,2,3,M,"Professional, Scientific and Technical Activities"
M742,Philippines,Photographic activities,1899,1962,1848,1919,51,43,M,"Professional, Scientific and Technical Activities"
