,Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,Priority Sector (Y/N)_x,Priority Sector,passers_2023_agg,examinees_2023_agg,passers_2024_agg,examinees_2024_agg,AIOE,Complementarity,C-AIOE,Classification
36,Airport Equipment Operator,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,N,N,,,,,0.733024170282144,0.5569264403292181,0.580120381099911,Displaced
37,Alimak Operators,Construction,Other specialized construction activities,Not Higher Education,No,No,Y,Tourism,,,,,-1.298820999584999,0.6272222222222222,-0.9365942541451828,Protected
38,Ambulance Care Assistant,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,Y,Health,,,,,0.2380110444547259,0.6536211755233494,0.1653491662757506,Augmented
39,Ambulance Driver,Human Health and Social Work Activities,Hospital activities,Not Higher Education,No,No,Y,Health,,,,,-0.8395236274276211,0.6863888888888888,-0.5557180011555615,Protected
40,Analog / Digital Chip Analyst,Manufacturing,Manufacture of electronic components,Higher Education,No,No,Y,Digital Technology,,,,,0.6853776260103156,0.5906944444444444,0.51926874303976,Displaced
41,Anatomy and Physiology Instructor,Education,Higher education,Higher Education,No,No,N,N,,,,,0.8006554663832743,0.695328282828283,0.5228320632627548,Augmented
42,Animal Caretaker,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,N,N,,,,,-0.8984382197853837,0.6325,-0.6431320256630373,Protected
43,Animal Health Technician,"Agriculture, Forestry, and Fishing",Animal production,Higher Education,No,Yes,N,N,,,,,-0.8265822627679962,0.5972222222222222,-0.6208551218124061,Protected
44,Animal Production Assistant,"Agriculture, Forestry, and Fishing",Animal production,Higher Education,Yes,No,N,N,615.0,1841.0,1479.0,2625.0,-0.8265822627679962,0.5972222222222222,-0.6208551218124061,Protected
45,Apparel Display Technician,Manufacturing,"Manufacture of wearing apparel, except fur apparel",Higher Education,No,Yes,N,N,,,,,0.4050940821041838,0.6502777777777778,0.2827781745355038,Augmented
46,Apparel Pattern Designer,Manufacturing,"Manufacture of wearing apparel, except fur apparel",Higher Education,No,No,N,N,,,,,-0.957004770554684,0.3483333333333334,-0.957004770554684,Isolated
47,Apparel Quality Technician,Manufacturing,"Manufacture of wearing apparel, except fur apparel",Higher Education,No,Yes,N,N,,,,,0.3835605034568007,0.5769444444444444,0.2958743105832043,Displaced
48,Application Developer,Information and Communication,"Computer programming, consultancy and related activities",Not Higher Education,No,No,Y,Digital Technology,,,,,1.2355878663736692,0.5585861823361823,0.975801997275254,Displaced
49,Aquaculture Business Assistant,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,Yes,No,N,N,716.0,2124.0,1005.0,1509.0,-0.1419355041150885,0.7291666666666666,-0.0878817329645923,Protected
50,Aquaculture Teacher,Education,Other education services,Higher Education,Yes,No,N,N,77777.0,146562.0,68900.0,129928.0,1.1962758695210862,0.6164937943262411,0.8754819808756202,Augmented
51,Aquaculture Technician,"Agriculture, Forestry, and Fishing",Aquaculture,Higher Education,No,Yes,N,N,,,,,1.1962758695210862,0.6164937943262411,0.8754819808756202,Augmented
52,Aquaculture Worker,"Agriculture, Forestry, and Fishing",Aquaculture,Not Higher Education,No,No,N,N,,,,,1.1962758695210862,0.6164937943262411,0.8754819808756202,Augmented
53,Aquatic Ecology Technician,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,N,N,,,,,1.1962758695210862,0.6164937943262411,0.8754819808756202,Augmented
54,Architectural Drafter,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,N,N,2924.0,4784.0,2094.0,3370.0,-0.5800703514608596,0.4575,-0.5167460047597158,Isolated
55,Archivist,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,Yes,No,N,N,555.0,886.0,376.0,771.0,0.7188278381031682,0.6888888888888888,0.4740270243491449,Augmented
56,Art Gallery Associate,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,N,N,,,,,-0.8672596469857901,0.4680555555555555,-0.7634293948049914,Isolated
57,Art Gallery Technician,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,N,N,,,,,0.4050940821041838,0.6502777777777778,0.2827781745355038,Augmented
58,Articulated Truck Driver,Transportation and Storage,Other land transport,Not Higher Education,No,No,N,N,,,,,-1.100644052209415,0.6174999999999999,-0.8043873614897142,Protected
59,Artificial Insemination Technician,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,N,N,,,,,-0.8265822627679962,0.5972222222222222,-0.6208551218124061,Protected
60,Artisanal Weaver,Manufacturing,"Spinning, weaving and finishing of textiles",Not Higher Education,No,No,N,N,,,,,-0.8341351787751918,0.5330229377104376,-0.6800790826101766,Isolated
61,ASEAN Affairs Specialist,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,N,N,,,,,1.369842507381068,0.6147222222222223,1.0049316838870557,Augmented
62,Associate Data Engineer,Information and Communication,"Data processing, hosting and related activities; web portals",Higher Education,No,No,Y,Digital Technology,,,,,1.3407881770776937,0.5430555555555555,1.079706923707843,Displaced
63,Astronomical Data Technician,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,Y,Digital Technology,,,,,1.3394233838362617,0.616388888888889,0.9803835045579304,Augmented
64,Audio Post Specialist,Information and Communication,"Motion picture, video and television programme activities",Not Higher Education,No,No,N,N,,,,,0.9134893505999866,0.5563888888888889,0.7234328162668228,Displaced
65,Audio Stagehand,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,N,N,,,,,0.9134893505999866,0.5563888888888889,0.7234328162668228,Displaced
66,Auto-Electrical Diagnosis Technician,Manufacturing,Manufacture of parts and accessories for motor vehicles,Not Higher Education,No,No,N,N,,,,,-0.0372319794758209,0.5897222222222221,-0.0282445933190185,Isolated
67,Automation Control Technician,Manufacturing,Manufacture of general purpose machinery,Higher Education,No,Yes,Y,Advanced Manufacturing,,,,,-0.0372319794758209,0.5897222222222221,-0.0282445933190185,Isolated
68,Automotive Body Painting Specialist,Manufacturing,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,Not Higher Education,No,No,N,N,,,,,-1.179000608234312,0.5483333333333332,-0.9432004865874498,Isolated
69,Automotive Body Specialist,Manufacturing,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,Not Higher Education,No,No,N,N,,,,,-1.5566147016651897,0.6050000000000001,-1.1570835949044576,Protected
70,Automotive Chassis Mechanic,Manufacturing,Manufacture of parts and accessories for motor vehicles,Not Higher Education,No,No,N,N,,,,,-1.5566147016651897,0.6050000000000001,-1.1570835949044576,Protected
71,Automotive Electrical Assembly Technician,Manufacturing,Manufacture of parts and accessories for motor vehicles,Not Higher Education,No,No,Y,Advanced Manufacturing,,,,,-0.2923061417176008,0.6056944444444444,-0.2170779083005571,Protected
72,Automotive Engine Specialist,Manufacturing,Manufacture of parts and accessories for motor vehicles,Not Higher Education,No,No,N,N,,,,,1.167377784026609,0.6280555555555556,0.8408362761058326,Augmented
73,Automotive Maintenance Staff,Manufacturing,Manufacture of parts and accessories for motor vehicles,Not Higher Education,No,No,N,N,,,,,-1.5566147016651897,0.6050000000000001,-1.1570835949044576,Protected
74,Automotive Mechanic Specialized In EV Power,Manufacturing,Manufacture of batteries and accumulators,Not Higher Education,No,No,Y,Advanced Manufacturing,,,,,-0.876835317455249,0.6263888888888889,-0.6330263861294979,Protected
75,Automotive Mechanical Assembly Technician,Manufacturing,Manufacture of parts and accessories for motor vehicles,Not Higher Education,No,No,Y,Advanced Manufacturing,,,,,-0.9651301558449767,0.5730555555555555,-0.748243962489814,Isolated
76,Automotive Painter (Transportation and Storage),Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,N,N,,,,,-1.179000608234312,0.5483333333333332,-0.9432004865874498,Isolated
77,Automotive Painting Machine Operator,Manufacturing,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,Not Higher Education,No,No,N,N,,,,,-1.1499103660102423,0.4972222222222222,-0.9787014892931618,Isolated
78,Automotive Service Specialist (Chassis),Manufacturing,Manufacture of parts and accessories for motor vehicles,Not Higher Education,No,No,N,N,,,,,-1.5566147016651897,0.6050000000000001,-1.1570835949044576,Protected
79,Automotive Wiring Harness Assembler,Manufacturing,Manufacture of wiring and wiring devices,Not Higher Education,No,No,Y,Advanced Manufacturing,,,,,-0.9651301558449767,0.5730555555555555,-0.748243962489814,Isolated
80,Back End Game Developer,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,Y,Digital Technology,,,,,1.2355878663736692,0.5585861823361823,0.975801997275254,Displaced
81,Backend Developer,Information and Communication,"Computer programming, consultancy and related activities",Not Higher Education,No,No,Y,Digital Technology,,,,,1.2355878663736692,0.5585861823361823,0.975801997275254,Displaced
82,Backhoe Loader Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,N,N,,,,,-1.15238606969144,0.6227777777777778,-0.836120115009456,Protected
83,Backstrap Warper,Manufacturing,"Spinning, weaving and finishing of textiles",Not Higher Education,No,No,N,N,,,,,-1.169710204319749,0.5066666666666667,-0.9845060886357888,Isolated
84,Baggage Handlers,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,N,N,,,,,-1.394520359139548,0.6941666666666667,-0.912248734937121,Protected
85,Bamboo Farmer,"Agriculture, Forestry, and Fishing",Growing of perennial crops,Not Higher Education,No,No,N,N,,,,,-1.153152853548008,0.4963888888888889,-0.9824221671754836,Isolated
86,Banking Associate,Financial and Insurance Activities,Monetary intermediation,Higher Education,No,Yes,Y,Financial Services,,,,,1.3620743346972182,0.4541666666666666,1.2179214676084291,Displaced
87,Barangay Health Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,Y,Health,,,,,-0.4413828025834359,0.5907306763285024,-0.3343927839934498,Isolated
88,Barangay Nutrition Action Officer,Human Health and Social Work Activities,Other human health activities,Higher Education,Yes,No,Y,Health,3878.0,6833.0,4587.0,7113.0,1.3739495407622582,0.6622222222222222,0.942682046022994,Augmented
89,Barber,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,N,N,,,,,-0.6928416342196729,0.6258333333333334,-0.5005780807237137,Protected
90,Barista,Accommodation and Food Service Activities,Beverage serving activities,Not Higher Education,No,No,N,N,,,,,-0.6267809371496645,0.4766666666666666,-0.5463440502154577,Isolated
91,Bartender,Accommodation and Food Service Activities,Beverage serving activities,Not Higher Education,No,No,N,N,,,,,-0.6267809371496645,0.4766666666666666,-0.5463440502154577,Isolated
92,Basic Jewelry Fabricator,Manufacturing,"Manufacture of jewelry, bijouterie and related articles",Not Higher Education,No,No,N,N,,,,,-0.8341351787751918,0.5330229377104376,-0.6800790826101766,Isolated
93,Basket Weaver,Manufacturing,"Manufacture of products of wood, cork, straw and plaiting materials",Not Higher Education,No,No,N,N,,,,,-0.8341351787751918,0.5330229377104376,-0.6800790826101766,Isolated
94,Beach Lifeguards,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,N,N,,,,,0.8618669629198157,0.543611111111111,0.6935634976607518,Displaced
95,Beach Recreation Associate,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,Yes,N,N,,,,,0.4571220527837438,0.6594444444444444,0.3149063030288013,Augmented
96,Beadwork Accessories Makers,Manufacturing,"Manufacture of jewelry, bijouterie and related articles",Not Higher Education,No,No,N,N,,,,,-0.8672596469857901,0.4680555555555555,-0.7634293948049914,Isolated
97,Beekeeper,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,N,N,,,,,-1.0528327163871605,0.5588888888888889,-0.8311529388811973,Isolated
98,Bell Boy / Luggage Porter,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,N,N,,,,,-0.968146275461266,0.5847222222222223,-0.7392872531230612,Isolated
99,Bench Technician (Electronics),Manufacturing,Manufacture of consumer electronics,Higher Education,No,Yes,Y,Advanced Manufacturing,,,,,0.2307035718843949,0.6161111111111112,0.1689262820797958,Augmented
100,Bibliographer,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,N,N,,,,,0.8006554663832743,0.695328282828283,0.5228320632627548,Augmented
101,Billing & Collection Staff (Construction),Construction,Construction of buildings,Higher Education,No,No,Y,Tourism,,,,,1.2514394559345414,0.4402777777777777,1.1363765504027823,Displaced
102,BIM Modeler,Construction,Other specialized construction activities,Not Higher Education,No,No,Y,Tourism,,,,,-0.5800703514608596,0.4575,-0.5167460047597158,Isolated
103,Biology Instructor,Education,Higher education,Higher Education,No,No,N,N,,,,,0.8006554663832743,0.695328282828283,0.5228320632627548,Augmented
104,Biology Lab Technician,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,N,N,,,,,-0.3935851657204582,0.5456944444444444,-0.3159067600970178,Isolated
105,Biomedical Technician,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,Y,Health,,,,,-0.3935851657204582,0.5456944444444444,-0.3159067600970178,Isolated
106,Biotech Lab Technician,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,N,N,,,,,-0.3935851657204582,0.5456944444444444,-0.3159067600970178,Isolated
107,Blacksmith,Manufacturing,Manufacture of other fabricated metal products; metal working service activities,Not Higher Education,No,No,N,N,,,,,-0.8341351787751918,0.5330229377104376,-0.6800790826101766,Isolated
108,Boat Fitter,Manufacturing,Building of ships and boats,Not Higher Education,No,No,N,N,,,,,-1.049182638556866,0.7641666666666665,-0.6128975246903028,Protected
109,Boat Operator (Tourism),Transportation and Storage,Sea and coastal water transport,Not Higher Education,No,No,N,N,,,,,-0.8102712472248825,0.7050000000000001,-0.5212745023813411,Protected
110,Body Repair Personnel,Manufacturing,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,Not Higher Education,No,No,N,N,,,,,-1.5566147016651897,0.6050000000000001,-1.1570835949044576,Protected
111,Book Illustrator,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,N,N,,,,,0.733024170282144,0.563888888888889,0.5750167380213262,Displaced
112,Bookkeeper,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Not Higher Education,No,No,Y,Financial Services,,,,,1.0204933974998105,0.5122222222222222,0.8532458684651194,Displaced
113,Boom Truck Drivers,Construction,Construction of roads and railways,Not Higher Education,No,No,Y,Tourism,,,,,-1.100644052209415,0.6174999999999999,-0.8043873614897142,Protected
114,Bouncer,Accommodation and Food Service Activities,Other accommodation,Not Higher Education,No,No,N,N,,,,,-0.5182191975946915,0.5377777777777778,-0.4200454496059194,Isolated
115,Branch Associate,Administrative and Support Service Activities,Office administrative and support activities,Higher Education,No,Yes,Y,Financial Services,,,,,1.0600457450196432,0.5005555555555555,0.8986832260555421,Displaced
116,Brand Communications Officer,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,N,N,,,,,1.0792977885038806,0.4922222222222221,0.9239988289358224,Displaced
117,Brand Designer,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,N,N,,,,,0.733024170282144,0.5569264403292181,0.580120381099911,Displaced
118,Broadcast Operations Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,N,N,,,,,-0.5276871682377668,0.6405864197530864,-0.37346896465618,Protected
119,Broadcast Production Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,N,N,,,,,0.733024170282144,0.5569264403292181,0.580120381099911,Displaced
120,Broadcast Scriptwriter,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,No,N,N,,,,,0.7743766257616718,0.5294444444444445,0.6341284146515023,Displaced
121,Building Design Assistant,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,N,N,555.0,886.0,376.0,771.0,1.0614157123926595,0.6747222222222223,0.7149814173756108,Augmented
122,Building-Wiring Electrician,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,Y,Tourism,,,,,-0.9863345860553324,0.7455555555555556,-0.5945405699277976,Protected
123,Bulldozer Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,N,N,,,,,-1.15238606969144,0.6227777777777778,-0.836120115009456,Protected
124,Business Development Officer,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,N,N,,,,,1.1966462559768865,0.6319444444444445,0.8572640817123306,Augmented
125,Business Innovation Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,N,N,,,,,1.0600457450196432,0.5005555555555555,0.8986832260555421,Displaced
126,Business Intelligence Analyst,Information and Communication,"Data processing, hosting and related activities; web portals",Higher Education,No,No,N,N,,,,,1.369842507381068,0.6147222222222223,1.0049316838870557,Augmented
127,Business News Research Assistant,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,Yes,N,N,,,,,1.1083010062005718,0.6130555555555556,0.8149091009480316,Augmented
128,Business Support Coordinator,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,Y,Financial Services,,,,,1.0600457450196432,0.5005555555555555,0.8986832260555421,Displaced
129,Butcher,Manufacturing,Processing and preserving of meat,Not Higher Education,No,No,N,N,,,,,-0.7688751902862945,0.4733333333333334,-0.6727657915005076,Isolated
130,Butler,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,No,N,N,,,,,-0.5276871682377668,0.6405864197530864,-0.37346896465618,Protected
131,Butterfly Breeder,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,N,N,,,,,-1.0528327163871605,0.5588888888888889,-0.8311529388811973,Isolated
132,Cable TV Installer,Information and Communication,Wired telecommunications activities,Not Higher Education,No,No,N,N,,,,,-1.0922437980466209,0.6463888888888889,-0.7666944660177253,Protected
133,Cacao Farmer,"Agriculture, Forestry, and Fishing",Growing of perennial crops,Not Higher Education,No,No,N,N,,,,,-1.153152853548008,0.4963888888888889,-0.9824221671754836,Isolated
134,CAD Operator,Construction,Other specialized construction activities,Not Higher Education,No,No,Y,Tourism,,,,,1.2355878663736692,0.5574537037037037,0.9772012741324718,Displaced
135,Cadet Marine Electrician,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,Y,Tourism,,,,,-0.5348275306846189,0.7002777777777777,-0.3465979525242267,Protected
136,Call Center Staff,Administrative and Support Service Activities,Call centers and other related activities,Not Higher Education,No,No,Y,Financial Services,,,,,1.0117367283079466,0.4713888888888888,0.8872369031300521,Displaced
137,Carbon Steel Plate Welder (MMAW),Construction,Other specialized construction activities,Not Higher Education,No,No,Y,Tourism,,,,,-0.9644465077543026,0.5352777777777777,-0.78414859116579,Isolated
138,Carbon Steel Plate/ Pipe Welder (MMAW),Construction,Other specialized construction activities,Not Higher Education,No,No,Y,Tourism,,,,,-0.9644465077543026,0.5352777777777777,-0.78414859116579,Isolated
139,Caregiver (Newborn),Human Health and Social Work Activities,"Other residential care activities, n.e.c.",Not Higher Education,No,No,Y,Health,,,,,-0.5276871682377668,0.6405864197530864,-0.37346896465618,Protected
140,Caregiver For People With Special Needs,Human Health and Social Work Activities,"Residential care activities for mental retardation, mental health and substance abuse",Not Higher Education,No,No,Y,Health,,,,,-0.5276871682377668,0.6405864197530864,-0.37346896465618,Protected
141,Caregiver Nanny,Human Health and Social Work Activities,"Other residential care activities, n.e.c.",Not Higher Education,No,No,Y,Health,,,,,-0.5276871682377668,0.6126388888888888,-0.388216518077146,Protected
142,Cartoonist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,N,N,,,,,-0.5800703514608596,0.4575,-0.5167460047597158,Isolated
143,Casework Support Assistant,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,Yes,Y,Health,,,,,0.7806366196871929,0.6691666666666666,0.5301823708708853,Augmented
144,Cashier,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale in non-specialized stores,Not Higher Education,No,No,N,N,,,,,-0.0637669727961953,0.5011111111111111,-0.0540247963967765,Isolated
145,Cataloguer,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,N,N,,,,,0.8006554663832743,0.695328282828283,0.5228320632627548,Augmented
146,Cataloguing Officer,Information and Communication,Other information service activities,Higher Education,Yes,No,N,N,555.0,886.0,376.0,771.0,1.4742814213283415,0.5972222222222223,1.107349156464399,Augmented
147,CATV Systems Technician,Information and Communication,Wired telecommunications activities,Not Higher Education,No,No,N,N,,,,,0.733024170282144,0.5569264403292181,0.580120381099911,Displaced
148,Certified Public Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,Y,Financial Services,2740.0,8734.0,3058.0,10136.0,1.3620743346972182,0.4541666666666666,1.2179214676084291,Displaced
149,Certified Public Accountant (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,Yes,No,Y,Health,2740.0,8734.0,3058.0,10136.0,1.3620743346972182,0.4541666666666666,1.2179214676084291,Displaced
150,Chaplaincy Aide,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,Yes,N,N,,,,,1.2114588767178207,0.6294444444444444,0.8709043258182557,Augmented
151,Character Illustrator,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,N,N,,,,,0.733024170282144,0.563888888888889,0.5750167380213262,Displaced
152,Chef,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Higher Education,No,No,N,N,,,,,-0.1489164181781776,0.57,-0.1159066121486815,Isolated
153,Chef de Partie - Butcher Chef,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Higher Education,No,No,N,N,,,,,-0.1489164181781776,0.57,-0.1159066121486815,Isolated
154,Chef de Partie - Entremetier,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Higher Education,No,No,N,N,,,,,-0.1489164181781776,0.57,-0.1159066121486815,Isolated
155,Chef de Partie - Main Course Chef,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Higher Education,No,No,N,N,,,,,-0.1489164181781776,0.57,-0.1159066121486815,Isolated
156,Chef de Partie - Saucier,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Higher Education,No,No,N,N,,,,,-0.1489164181781776,0.57,-0.1159066121486815,Isolated
157,Chemical Analyst (Agriculture),"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,Yes,No,N,N,594.0,1148.0,592.0,1088.0,1.362684084864043,0.6530555555555556,0.9474439623374163,Augmented
158,Chemical Informatics Assistant,Manufacturing,Manufacture of basic chemicals,Higher Education,Yes,No,N,N,651.0,927.0,688.0,951.0,-0.3951131271969292,0.6322222222222222,-0.2829449005315788,Protected
159,Chemical Lab Technologist,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,N,N,,,,,-0.0372319794758209,0.5897222222222221,-0.0282445933190185,Isolated
160,Chemical Process Operator,Manufacturing,Manufacture of basic chemicals,Not Higher Education,No,No,N,N,,,,,-0.3951131271969292,0.6322222222222222,-0.2829449005315788,Protected
161,Chemical Production Technician,Manufacturing,Manufacture of basic chemicals,Higher Education,Yes,No,N,N,651.0,927.0,688.0,951.0,-0.3951131271969292,0.6322222222222222,-0.2829449005315788,Protected
162,Chemical Sprayer,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Not Higher Education,No,No,N,N,,,,,-0.5409268890934459,0.6108888888888889,-0.3989035292125778,Protected
163,Child Caregiver,Human Health and Social Work Activities,"Other residential care activities, n.e.c.",Not Higher Education,No,No,Y,Health,,,,,-0.5276871682377668,0.6126388888888888,-0.388216518077146,Protected
164,Child Development Worker/Teacher,Education,Other education services,Not Higher Education,No,No,N,N,,,,,-0.5276871682377668,0.6126388888888888,-0.388216518077146,Protected
165,China Desk Specialist,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,N,N,,,,,1.4540568100648037,0.605625,1.0799401099752135,Augmented
166,Chocolate Maker,Manufacturing,Manufacture of other food products,Not Higher Education,No,No,N,N,,,,,-0.3972381613714977,0.5247222222222222,-0.3271697634629141,Isolated
167,Church Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,N,N,,,,,0.7806366196871929,0.6655492424242423,0.5330062647034659,Augmented
168,Circuit Design Engineer,Manufacturing,Manufacture of electronic components,Higher Education,Yes,No,Y,Advanced Manufacturing,842.0,2524.0,999.0,2172.0,0.6853776260103156,0.5906944444444444,0.51926874303976,Displaced
169,Civics Curriculum Developer,Education,Educational support services,Higher Education,No,No,N,N,,,,,1.333804583640498,0.6875,0.8814225290224291,Augmented
170,Civil Defense Program Staff,Public Administration and Defense; Compulsory Social Security,Public administration and defense; compulsory social security,Higher Education,No,No,N,N,,,,,-1.2762872583675486,0.7555555555555555,-0.7565547248212081,Protected
171,Civil Service Officer,Public Administration and Defense; Compulsory Social Security,Public Order and Safety Activities,Higher Education,Yes,No,N,N,5743.0,17576.0,11121.0,22539.0,1.4540568100648037,0.605625,1.0799401099752135,Augmented
172,Classical Performer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,N,N,,,,,-0.0481137107809598,0.5141666666666667,-0.0401348537431173,Isolated
173,Clean-Up Artist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,N,N,,,,,-0.1802445932619149,0.6108333333333333,-0.1329303875306622,Protected
174,Clergy Program Assistant,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,Yes,N,N,,,,,0.7806366196871929,0.6655492424242423,0.5330062647034659,Augmented
175,Clerk (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,Yes,Y,Health,,,,,1.0117367283079466,0.5203728070175438,0.8376780740628624,Displaced
176,Climate and Weather Monitoring Technician,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,N,N,,,,,0.0882226573666494,0.5626388888888889,0.0693160517671021,Displaced
177,Climate Science Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,N,N,,,,,1.121407837793284,0.6320138888888889,0.8032862393637309,Augmented
178,Clinical Assistant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,Y,Health,,,,,0.131317826544596,0.5872222222222223,0.0999474568700536,Displaced
179,Clinical Chemistry Analyst,Manufacturing,Manufacture of basic chemicals,Higher Education,Yes,No,N,N,594.0,1148.0,592.0,1088.0,1.1962758695210862,0.6164937943262411,0.8754819808756202,Augmented
180,Clinical Research Assistant,Human Health and Social Work Activities,Other human health activities,Higher Education,No,Yes,Y,Health,,,,,0.131317826544596,0.5872222222222223,0.0999474568700536,Displaced
181,Clothing Line Technician,Manufacturing,"Manufacture of wearing apparel, except fur apparel",Higher Education,No,Yes,N,N,,,,,0.3835605034568007,0.5769444444444444,0.2958743105832043,Displaced
182,CNC EDM Wire Cut Operator,Manufacturing,Manufacture of general purpose machinery,Not Higher Education,No,No,N,N,,,,,-0.8341351787751918,0.5330229377104376,-0.6800790826101766,Isolated
183,CNC Lathe Machine Operator,Manufacturing,Manufacture of general purpose machinery,Not Higher Education,No,No,N,N,,,,,-1.1384208402675908,0.5302777777777778,-0.9312914929411265,Isolated
184,CNC Machinist,Manufacturing,Manufacture of general purpose machinery,Not Higher Education,No,No,N,N,,,,,-0.8341351787751918,0.5330229377104376,-0.6800790826101766,Isolated
