Qualification Code,Qualification Title,Competency Type,Unit Code,Unit Title
AFFAPP213,Animal Production (Poultry-Chicken) NC II,COMMON,AFF321201,Apply safety measures in farm operations
AFFAPP213,Animal Production (Poultry-Chicken) NC II,COMMON,AFF321202,Use farm tools and equipment
AFFAPP213,Animal Production (Poultry-Chicken) NC II,COMMON,AFF321205,Process farm wastes
AFFAPP213,Animal Production (Poultry-Chicken) NC II,CORE,AFF622101,Maintain poultry house
AFFAPP213,Animal Production (Poultry-Chicken) NC II,CORE,AFF622102,Brood and grow chicks
AFFAPP213,Animal Production (Poultry-Chicken) NC II,CORE,AFF622103,Perform pre-lay and lay activities
AFFAPP213,Animal Production (Poultry-Chicken) NC II,ELECTIVE,AFF622105,Breed chicken
AFFAPR213,Animal Production (Ruminants) NC II,COMMON,AFF321201,Apply safety measures in farm operations
AFFAPR213,Animal Production (Ruminants) NC II,BASIC,500311106,Work in team environment
AFFAPR213,Animal Production (Ruminants) NC II,CORE,AFF621905,Raise meat-type animals
AFFAPR213,Animal Production (Ruminants) NC II,BASIC,500311107,Practice career professionalism
AFFAPR213,Animal Production (Ruminants) NC II,BASIC,500311108,Practice occupational health and safety procedures
AFFAPR213,Animal Production (Ruminants) NC II,CORE,AFF621904,Raise dairy animals
AFFAPR213,Animal Production (Ruminants) NC II,CORE,AFF621903,Perform breeding of ruminants
AFFAPR213,Animal Production (Ruminants) NC II,CORE,AFF621902,Provide forage
AFFAPR213,Animal Production (Ruminants) NC II,CORE,AFF621901,"Maintain housing, farm implements and surrounding area"
AFFAPR213,Animal Production (Ruminants) NC II,COMMON,AFF321205,Process farm wastes
AFFAPR213,Animal Production (Ruminants) NC II,COMMON,AFF321203,Perform estimation and basic calculation
AFFAPR213,Animal Production (Ruminants) NC II,COMMON,AFF321202,Use farm tools and equipment
AFFAPR213,Animal Production (Ruminants) NC II,BASIC,500311105,Participate in workplace communication
AFFAPS213,Animal Production (Swine) NC II,COMMON,AFF321203,Perform estimation and basic calculation
AFFAPS213,Animal Production (Swine) NC II,BASIC,500311105,Participate in workplace communication
AFFAPS213,Animal Production (Swine) NC II,COMMON,AFF321202,Use farm tools and equipment
AFFAPS213,Animal Production (Swine) NC II,BASIC,500311106,Work in team environment
AFFAPS213,Animal Production (Swine) NC II,BASIC,500311107,Practice career professionalism
AFFAPS213,Animal Production (Swine) NC II,BASIC,500311108,Practice occupational health and safety procedures
AFFAPS213,Animal Production (Swine) NC II,COMMON,AFF321201,Apply safety measures in farm operations
AFFAPS213,Animal Production (Swine) NC II,COMMON,AFF321205,Process farm wastes
AFFAPS213,Animal Production (Swine) NC II,CORE,AFF621216,Handle breeders
AFFAPS213,Animal Production (Swine) NC II,CORE,AFF621217,Handle farrowing sows and sucklings
AFFAPS213,Animal Production (Swine) NC II,CORE,AFF621218,Raise weanlings
AFFAPS213,Animal Production (Swine) NC II,CORE,AFF621219,Produce finishers
AFFAPS213,Animal Production (Swine) NC II,CORE,AFF621220,Maintain healthy animal environment
AFFAPS213,Animal Production (Swine) NC II,CORE,AFF321302,Apply bio-security measures
AFFANP204,Animal Production NC II (Superseded),BASIC,500311108,Practice occupational health and safety procedures
AFFANP204,Animal Production NC II (Superseded),BASIC,500311107,Practice career professionalism
AFFANP204,Animal Production NC II (Superseded),BASIC,500311106,Work in team environment
AFFANP204,Animal Production NC II (Superseded),COMMON,AGR321202,Use farm tools and equipment
AFFANP204,Animal Production NC II (Superseded),COMMON,AGR321201,Apply safety measures in farm operations
AFFANP204,Animal Production NC II (Superseded),BASIC,500311105,Participate in workplace communication
AFFANP204,Animal Production NC II (Superseded),CORE,AGR621304,Raise large ruminants
AFFANP204,Animal Production NC II (Superseded),CORE,AGR621303,Raise swine
AFFANP204,Animal Production NC II (Superseded),CORE,AGR621302,Raise small ruminants
AFFANP204,Animal Production NC II (Superseded),CORE,AGR621301,Raise poultry
AFFANP204,Animal Production NC II (Superseded),COMMON,AGR321203,Perform estimation and basic calculation
ICTANM218,Animation NC II,BASIC,500311134,Exercise sustainable development in the workplace
ICTANM218,Animation NC II,COMMON,ICT315202,Apply quality standards
ICTANM218,Animation NC II,CORE,ICT216304,Produce digital in-between drawings
ICTANM218,Animation NC II,CORE,ICT216303,Produce digital cleaned-up key drawings
ICTANM218,Animation NC II,CORE,ICT216302,Produce traditional in-between drawings
ICTANM218,Animation NC II,BASIC,500311105,Participate in workplace communication
ICTANM218,Animation NC II,BASIC,500311106,Work in team environment
ICTANM218,Animation NC II,BASIC,500311107,Practice career professionalism
ICTANM218,Animation NC II,BASIC,500311108,Practice occupational health and safety procedures
ICTANM218,Animation NC II,BASIC,500311132,Contribute to workplace innovation
ICTANM218,Animation NC II,CORE,ICT216301,Produce traditional cleaned-up key drawings
ICTANM218,Animation NC II,CORE,ICT216300,Apply traditional drawing techniques for animation
ICTANM218,Animation NC II,BASIC,500311133,Solve/address general workplace problems
ICTANM218,Animation NC II,COMMON,ICT311203,Operate a personal computer
ICTANM207,Animation NC II (Superseded),BASIC,500311105,Participate in workplace communication
ICTANM207,Animation NC II (Superseded),BASIC,500311106,Work in team environment
ICTANM207,Animation NC II (Superseded),BASIC,500311107,Practice career professionalism
ICTANM207,Animation NC II (Superseded),BASIC,500311108,Practice occupational health and safety procedures
ICTANM207,Animation NC II (Superseded),CORE,ICT313313,Produce cleaned-up & in-betweened drawings
ICTANM207,Animation NC II (Superseded),COMMON,ICT311203,Operate a personal computer
ICTANM207,Animation NC II (Superseded),COMMON,ICT315202,Apply quality standards
AFFAGO220,Aquaculture (Grow-out Operation) NC II,COMMON,AFF321202,Use farm tools and equipment
AFFAGO220,Aquaculture (Grow-out Operation) NC II,COMMON,AFF321203,Perform estimation and basic calculation
AFFAGO220,Aquaculture (Grow-out Operation) NC II,CORE,AFF622314,Conduct site selection and pond preparations
AFFAGO220,Aquaculture (Grow-out Operation) NC II,CORE,AFF622315,Perform nursery operations
AFFAGO220,Aquaculture (Grow-out Operation) NC II,CORE,AFF622317,Carry out post-production activities
AFFAGO220,Aquaculture (Grow-out Operation) NC II,COMMON,AFF321201,Apply safety measures in farm operations
AFFAGO220,Aquaculture (Grow-out Operation) NC II,BASIC,400311218,Practice entrepreneurial skills in the workplace
AFFAGO220,Aquaculture (Grow-out Operation) NC II,BASIC,400311217,Exercise efficient and effective sustainable practices in the workplace
AFFAGO220,Aquaculture (Grow-out Operation) NC II,BASIC,400311216,Practice occupational safety and health policies and procedures
AFFAGO220,Aquaculture (Grow-out Operation) NC II,BASIC,400311215,Present relevant information
AFFAGO220,Aquaculture (Grow-out Operation) NC II,BASIC,400311214,Contribute to workplace innovation
AFFAGO220,Aquaculture (Grow-out Operation) NC II,BASIC,400311213,Develop career and life decisions
AFFAGO220,Aquaculture (Grow-out Operation) NC II,BASIC,400311212,Solve/address general workplace problems
AFFAGO220,Aquaculture (Grow-out Operation) NC II,BASIC,400311211,Work in team environment
AFFAGO220,Aquaculture (Grow-out Operation) NC II,BASIC,400311210,Participate in workplace communication
AFFAGO220,Aquaculture (Grow-out Operation) NC II,CORE,AFF622316,Produce aquaculture commodities
AFFAHO220,Aquaculture (Hatchery Operation) NC II,BASIC,400311216,Practice occupational safety and health policies and procedures
AFFAHO220,Aquaculture (Hatchery Operation) NC II,CORE,AFF622313,Complete hatchery operation
AFFAHO220,Aquaculture (Hatchery Operation) NC II,CORE,AFF622312,Manage feeding and maintain good health of stock
AFFAHO220,Aquaculture (Hatchery Operation) NC II,CORE,AFF622311,Conduct broodstock management and spawning
AFFAHO220,Aquaculture (Hatchery Operation) NC II,CORE,AFF622310,Produce natural foods
AFFAHO220,Aquaculture (Hatchery Operation) NC II,CORE,AFF622309,Conduct preparatory activities
AFFAHO220,Aquaculture (Hatchery Operation) NC II,COMMON,AFF321203,Perform estimation and basic calculation
AFFAHO220,Aquaculture (Hatchery Operation) NC II,COMMON,AFF321202,Use farm tools and equipment
AFFAHO220,Aquaculture (Hatchery Operation) NC II,COMMON,AFF321201,Apply safety measures in farm operations
AFFAHO220,Aquaculture (Hatchery Operation) NC II,BASIC,400311218,Practice entrepreneurial skills in the workplace
AFFAHO220,Aquaculture (Hatchery Operation) NC II,BASIC,400311217,Exercise efficient and effective sustainable practices in the workplace
AFFAHO220,Aquaculture (Hatchery Operation) NC II,BASIC,400311215,Present relevant information
AFFAHO220,Aquaculture (Hatchery Operation) NC II,BASIC,400311214,Contribute to workplace innovation
AFFAHO220,Aquaculture (Hatchery Operation) NC II,BASIC,400311213,Develop career and life decisions
AFFAHO220,Aquaculture (Hatchery Operation) NC II,BASIC,400311212,Solve/address general workplace problems
AFFAHO220,Aquaculture (Hatchery Operation) NC II,BASIC,400311210,Participate in workplace communication
AFFAHO220,Aquaculture (Hatchery Operation) NC II,BASIC,400311211,Work in team environment
AFFATC220,Aquaculture (Tilapia Culture) NC II,CORE,AFF622318,Conduct pre-operational aquaculture activities
AFFATC220,Aquaculture (Tilapia Culture) NC II,CORE,AFF622320,Perform tilapia grow-out
AFFATC220,Aquaculture (Tilapia Culture) NC II,COMMON,AFF321203,Perform estimation and basic calculation
AFFATC220,Aquaculture (Tilapia Culture) NC II,BASIC,400311210,Participate in workplace communication
AFFATC220,Aquaculture (Tilapia Culture) NC II,CORE,AFF622319,Operate tilapia hatchery and nursery
AFFATC220,Aquaculture (Tilapia Culture) NC II,BASIC,400311211,Work in team environment
AFFATC220,Aquaculture (Tilapia Culture) NC II,BASIC,400311212,Solve/address general workplace problems
AFFATC220,Aquaculture (Tilapia Culture) NC II,BASIC,400311213,Develop career and life decisions
AFFATC220,Aquaculture (Tilapia Culture) NC II,BASIC,400311214,Contribute to workplace innovation
AFFATC220,Aquaculture (Tilapia Culture) NC II,BASIC,400311215,Present relevant information
AFFATC220,Aquaculture (Tilapia Culture) NC II,BASIC,400311216,Practice occupational safety and health policies and procedures
AFFATC220,Aquaculture (Tilapia Culture) NC II,BASIC,400311217,Exercise efficient and effective sustainable practices in the workplace
AFFATC220,Aquaculture (Tilapia Culture) NC II,BASIC,400311218,Practice entrepreneurial skills in the workplace
AFFATC220,Aquaculture (Tilapia Culture) NC II,COMMON,AFF321201,Apply safety measures in farm operations
AFFATC220,Aquaculture (Tilapia Culture) NC II,COMMON,AFF321202,Use farm tools and equipment
AFFAQC204,Aquaculture NC II (Superseded),COMMON,AGR321201,Apply safety measures in farm operations
AFFAQC204,Aquaculture NC II (Superseded),BASIC,500311105,Participate in workplace communication
AFFAQC204,Aquaculture NC II (Superseded),CORE,AGR641304,Perform fish or shrimp grow-out operations
AFFAQC204,Aquaculture NC II (Superseded),CORE,AGR641303,Operate fish nursery
AFFAQC204,Aquaculture NC II (Superseded),CORE,AGR641302,Prepare and maintain aquaculture facilities
AFFAQC204,Aquaculture NC II (Superseded),CORE,AGR641301,Conduct pre-operations aquaculture activities
AFFAQC204,Aquaculture NC II (Superseded),COMMON,AGR321203,Perform estimation and basic calculation
AFFAQC204,Aquaculture NC II (Superseded),BASIC,500311106,Work in team environment
AFFAQC204,Aquaculture NC II (Superseded),COMMON,AGR321202,Use farm tools and equipment
AFFAQC204,Aquaculture NC II (Superseded),BASIC,500311107,Practice career professionalism
AFFAQC204,Aquaculture NC II (Superseded),BASIC,500311108,Practice occupational health and safety procedures
AFFAIR212,Artificial Insemination (Large Ruminants) NC II,COMMON,AGR321202,Use farm tools and equipment
AFFAIR212,Artificial Insemination (Large Ruminants) NC II,ELECTIVE,AGR621209,Conduct artificial insemination awareness for clientele
AFFAIR212,Artificial Insemination (Large Ruminants) NC II,COMMON,AGR321201,Apply safety measures in farm operations
AFFAIR212,Artificial Insemination (Large Ruminants) NC II,BASIC,500311108,Practice occupational health and safety procedures
AFFAIR212,Artificial Insemination (Large Ruminants) NC II,BASIC,500311107,Practice career professionalism
AFFAIR212,Artificial Insemination (Large Ruminants) NC II,BASIC,500311106,Work in team environment
AFFAIR212,Artificial Insemination (Large Ruminants) NC II,BASIC,500311105,Participate in workplace communication
AFFAIR212,Artificial Insemination (Large Ruminants) NC II,CORE,AGR621206,Prepare for artificial insemination (AI) operation
AFFAIR212,Artificial Insemination (Large Ruminants) NC II,COMMON,AGR321203,Perform estimation and basic calculation
AFFAIR212,Artificial Insemination (Large Ruminants) NC II,CORE,AGR621207,Perform artificial insemination (AI)
AFFAIR212,Artificial Insemination (Large Ruminants) NC II,CORE,AGR621208,Prepare artificial insemination (AI) documentations and reports
AFFAIR212,Artificial Insemination (Large Ruminants) NC II,CORE,AGR621205,Establish readiness for artificial insemination
AFFAIS212,Artificial Insemination (Swine) NC II,COMMON,AGR321202,Use farm tools and equipment
AFFAIS212,Artificial Insemination (Swine) NC II,BASIC,500311105,Participate in workplace communication
AFFAIS212,Artificial Insemination (Swine) NC II,BASIC,500311106,Work in team environment
AFFAIS212,Artificial Insemination (Swine) NC II,BASIC,500311107,Practice career professionalism
AFFAIS212,Artificial Insemination (Swine) NC II,BASIC,500311108,Practice occupational health and safety procedures
AFFAIS212,Artificial Insemination (Swine) NC II,ELECTIVE,AGR621215,Render assistance to veterinary procedures related to reproductive problems
AFFAIS212,Artificial Insemination (Swine) NC II,COMMON,AGR321201,Apply safety measures in farm operations
AFFAIS212,Artificial Insemination (Swine) NC II,CORE,AGR621213,Prepare documentations and reports on sow/gilt artificial insemination (AI) activities
AFFAIS212,Artificial Insemination (Swine) NC II,CORE,AGR621212,Perform artificial insemination (AI) on sow/gilt
AFFAIS212,Artificial Insemination (Swine) NC II,CORE,AGR621211,Collect boar semen
AFFAIS212,Artificial Insemination (Swine) NC II,CORE,AGR621210,Confirm readiness of sow/gilt for artificial insemination
AFFAIS212,Artificial Insemination (Swine) NC II,COMMON,AGR321203,Perform estimation and basic calculation
